facet_id,source_tet10_element_tag,source_local_face,classification,node_tags_json,node_xyz_json,per_node_exact_trimmed_face_tags_json,union_exact_trimmed_face_tags_json,common_exact_trimmed_face_tags_json,warning
24178,1193208,3,UNMAPPED,"[17934,382211,17935,386391,386392,18097]","[[50.2,8.005,-16.517845190568117],[50.01658555704761,8.005,-16.400908777475628],[50.2,8.005,-16.283972364383136],[50.108292778523804,8.005,-16.459376984021873],[50.108292778523804,8.005,-16.34244057092938],[50.2,8.005,-16.400908777475628]]","[[33,79],[124],[33,79],[79],[79],[33,79]]","[33,79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24180,1193220,3,UNMAPPED,"[382958,382211,17934,387077,386391,387256]","[[50.01454840462732,8.005,-16.62200948699502],[50.01658555704761,8.005,-16.400908777475628],[50.2,8.005,-16.517845190568117],[50.01556698083746,8.005,-16.511459132235323],[50.108292778523804,8.005,-16.459376984021873],[50.10727420231366,8.005,-16.569927338781568]]","[[124],[124],[33,79],[124],[79],[79]]","[33,79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24184,1208447,1,UNMAPPED,"[17935,382211,383582,386392,386794,387231]","[[50.2,8.005,-16.283972364383136],[50.01658555704761,8.005,-16.400908777475628],[50.01665561388728,8.005,-16.188510067662406],[50.108292778523804,8.005,-16.34244057092938],[50.01662058546745,8.005,-16.294709422569017],[50.10832780694364,8.005,-16.236241216022773]]","[[33,79],[124],[79],[79],[79],[79]]","[33,79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24808,1244423,1,UNMAPPED,"[18091,18090,382202,18253,386332,386333]","[[50.2,8.005,18.517845193125336],[50.2,8.005,18.283972367254567],[50.019751202732195,8.005,18.394744334040585],[50.2,8.005,18.400908780189955],[50.1098756013661,8.005,18.339358350647576],[50.1098756013661,8.005,18.456294763582964]]","[[33,79],[33,79],[123],[33,79],[79],[79]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24810,1200796,3,UNMAPPED,"[382975,382202,18090,387815,386332,387720]","[[50.01428207070144,8.005,18.18383995817476],[50.019751202732195,8.005,18.394744334040585],[50.2,8.005,18.283972367254567],[50.01701663671682,8.005,18.289292146107673],[50.1098756013661,8.005,18.339358350647576],[50.10714103535072,8.005,18.233906162714664]]","[[79],[123],[33,79],[79],[79],[79]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24812,1194614,3,UNMAPPED,"[383470,18092,18091,388014,18254,388022]","[[50.0044409272482,8.005,18.61867022508645],[50.2,8.005,18.73311671145918],[50.2,8.005,18.517845193125336],[50.1022204636241,8.005,18.675893468272815],[50.2,8.005,18.62548095229226],[50.1022204636241,8.005,18.568257709105897]]","[[123],[33,79],[33,79],[123],[33,79],[79]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24814,1110184,2,UNMAPPED,"[383470,18091,382202,388022,386333,388201]","[[50.0044409272482,8.005,18.61867022508645],[50.2,8.005,18.517845193125336],[50.019751202732195,8.005,18.394744334040585],[50.1022204636241,8.005,18.568257709105897],[50.1098756013661,8.005,18.456294763582964],[50.01209606499019,8.005,18.506707279563518]]","[[123],[33,79],[123],[79],[79],[123]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24816,1174891,1,UNMAPPED,"[18093,18092,383883,18255,388013,390609]","[[50.2,8.005,18.965392638591222],[50.2,8.005,18.73311671145918],[50.06140563015053,8.005,18.849254675025097],[50.2,8.005,18.849254675025197],[50.13070281507527,8.005,18.791185693242138],[50.13070281507527,8.005,18.907323656808163]]","[[33,79],[33,79],[123],[33,79],[123],[123]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24818,1169677,1,UNMAPPED,"[383470,383883,18092,388012,388013,388014]","[[50.0044409272482,8.005,18.61867022508645],[50.06140563015053,8.005,18.849254675025097],[50.2,8.005,18.73311671145918],[50.03292327869936,8.005,18.733962450055774],[50.13070281507527,8.005,18.791185693242138],[50.1022204636241,8.005,18.675893468272815]]","[[123],[123],[33,79],[123],[123],[123]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24821,1225698,1,UNMAPPED,"[18093,383883,382203,390609,390610,386922]","[[50.2,8.005,18.965392638591222],[50.06140563015053,8.005,18.849254675025097],[50.02599075815154,8.005,19.076781059061172],[50.13070281507527,8.005,18.907323656808163],[50.043698194151034,8.005,18.96301786704314],[50.11299537907577,8.005,19.021086848826197]]","[[33,79],[123],[123],[123],[123],[123]]","[33,79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107643,1156211,3,UNMAPPED,"[381979,382453,382452,384664,384665,384586]","[[48.11997181372571,8.005,20.370646691639383],[48.223736681670516,8.005,20.537120660456413],[48.34182379623866,8.005,20.376778025842658],[48.17185424769811,8.005,20.453883676047898],[48.28278023895459,8.005,20.456949343149535],[48.23089780498218,8.005,20.37371235874102]]","[[122],[78],[78],[122],[78],[78]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107644,1167863,3,UNMAPPED,"[382454,382453,381979,387115,384664,386887]","[[48.026733900506066,8.005,20.54487878598687],[48.223736681670516,8.005,20.537120660456413],[48.11997181372571,8.005,20.370646691639383],[48.12523529108829,8.005,20.540999723221642],[48.17185424769811,8.005,20.453883676047898],[48.073352857115886,8.005,20.457762738813127]]","[[122],[78],[122],[122],[122],[122]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107646,1143912,1,UNMAPPED,"[382461,381980,382460,384667,384590,384666]","[[48.227288483385564,8.005,-18.54092578587252],[48.11997181372571,8.005,-18.370646691639354],[48.34171918268319,8.005,-18.37589329679811],[48.17363014855564,8.005,-18.455786238755937],[48.23084549820445,8.005,-18.373269994218735],[48.28450383303438,8.005,-18.458409541335318]]","[[80],[125],[80],[125],[80],[80]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107647,1146941,0,UNMAPPED,"[382463,381980,382461,386885,384667,387114]","[[48.02732586745862,8.005,-18.545512973556107],[48.11997181372571,8.005,-18.370646691639354],[48.227288483385564,8.005,-18.54092578587252],[48.07364884059217,8.005,-18.458079832597733],[48.17363014855564,8.005,-18.455786238755937],[48.1273071754221,8.005,-18.543219379714316]]","[[125],[125],[80],[125],[125],[125]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107651,1155515,1,UNMAPPED,"[384016,381981,383640,384540,386846,386845]","[[39.88110646356997,8.005,20.58330434076402],[39.90265684269619,8.005,20.400636917236877],[39.75357381249855,8.005,20.507868538185956],[39.89188165313308,8.005,20.491970629000452],[39.82811532759737,8.005,20.454252727711417],[39.81734013803426,8.005,20.54558643947499]]","[[121],[121],[76],[121],[121],[121]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107652,1155405,1,UNMAPPED,"[381981,384045,383640,391460,391433,386846]","[[39.90265684269619,8.005,20.400636917236877],[39.742998825435286,8.005,20.33862513722085],[39.75357381249855,8.005,20.507868538185956],[39.822827834065734,8.005,20.369631027228866],[39.74828631896692,8.005,20.423246837703406],[39.82811532759737,8.005,20.454252727711417]]","[[121],[76],[76],[121],[76],[121]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107654,1111455,0,UNMAPPED,"[383985,381982,383126,390545,384458,390544]","[[39.769377109257064,8.005,-18.493016673974147],[39.90957952051629,8.005,-18.39037064771872],[39.90167517007774,8.005,-18.5834811513912],[39.83947831488668,8.005,-18.441693660846433],[39.90562734529701,8.005,-18.48692589955496],[39.8355261396674,8.005,-18.538248912682675]]","[[74],[117],[117],[117],[117],[117]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107656,1109879,1,UNMAPPED,"[383985,383671,381982,391083,390632,390545]","[[39.769377109257064,8.005,-18.493016673974147],[39.68971675540505,8.005,-18.345575656721024],[39.90957952051629,8.005,-18.39037064771872],[39.72954693233106,8.005,-18.419296165347586],[39.79964813796067,8.005,-18.36797315221987],[39.83947831488668,8.005,-18.441693660846433]]","[[74],[74],[117],[74],[74],[117]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107701,1181220,2,UNMAPPED,"[381997,382436,382437,384397,387215,387216]","[[49.35934581510006,8.005,19.314185596305474],[49.5748974668747,8.005,19.322857256367936],[49.501902102313444,8.005,19.169389344295947],[49.46712164098738,8.005,19.318521426336705],[49.53839978459407,8.005,19.24612330033194],[49.430623958706754,8.005,19.24178747030071]]","[[78],[78],[123],[78],[78],[78]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107702,1182053,0,UNMAPPED,"[383954,381997,382437,389929,387216,384180]","[[49.33638525332176,8.005,19.091046206507517],[49.35934581510006,8.005,19.314185596305474],[49.501902102313444,8.005,19.169389344295947],[49.34786553421091,8.005,19.202615901406492],[49.430623958706754,8.005,19.24178747030071],[49.4191436778176,8.005,19.130217775401736]]","[[123],[78],[123],[78],[78],[123]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107719,1204968,2,UNMAPPED,"[383236,382426,382002,384808,386856,386855]","[[38.59609095693783,8.005,19.093986008061965],[38.480419041420504,8.005,19.25616034787696],[38.64089607642949,8.005,19.30991180215405],[38.538254999179166,8.005,19.175073177969463],[38.560657558924994,8.005,19.283036075015506],[38.61849351668366,8.005,19.201948905108008]]","[[120],[76],[76],[120],[76],[76]]","[76,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107723,1137315,3,UNMAPPED,"[383662,382004,382472,388024,386411,388023]","[[49.516946501063835,8.005,-17.22014482712608],[49.34414601247886,8.005,-17.31090806158648],[49.36499600702599,8.005,-17.09207217486444],[49.43054625677135,8.005,-17.26552644435628],[49.35457100975242,8.005,-17.20149011822546],[49.44097125404491,8.005,-17.156108500995263]]","[[80],[80],[124],[80],[80],[124]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107728,1148644,1,UNMAPPED,"[382005,383773,383786,384528,384526,384527]","[[41.4645868007642,8.005,-18.353319146085717],[41.38632656244184,8.005,-18.51546742646354],[41.265163415497156,8.005,-18.35628037081509],[41.42545668160302,8.005,-18.434393286274627],[41.3257449889695,8.005,-18.435873898639315],[41.36487510813068,8.005,-18.3547997584504]]","[[81],[81],[117],[81],[117],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107729,1183302,0,UNMAPPED,"[383974,383563,382006,391584,390221,385436]","[[41.521912201026,8.005,20.482804745783515],[41.62683585133754,8.005,20.34626270786754],[41.42762711086239,8.005,20.336734038921836],[41.574374026181765,8.005,20.41453372682553],[41.52723148109996,8.005,20.34149837339469],[41.47476965594419,8.005,20.409769392352676]]","[[77],[77],[121],[77],[77],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107730,1232840,2,UNMAPPED,"[383974,382006,383791,385436,385437,385435]","[[41.521912201026,8.005,20.482804745783515],[41.42762711086239,8.005,20.336734038921836],[41.325338101978204,8.005,20.467080297501685],[41.47476965594419,8.005,20.409769392352676],[41.376482606420296,8.005,20.40190716821176],[41.4236251515021,8.005,20.4749425216426]]","[[77],[121],[121],[77],[121],[77]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107734,1166785,2,UNMAPPED,"[383949,382007,383496,385255,390576,390575]","[[46.54487096148794,8.005,-18.52413717822634],[46.55419440223213,8.005,-18.356601103667646],[46.71512731918337,8.005,-18.48460242349026],[46.54953268186003,8.005,-18.440369140946995],[46.63466086070775,8.005,-18.42060176357895],[46.62999914033565,8.005,-18.5043698008583]]","[[81],[81],[125],[81],[125],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107735,1227087,1,UNMAPPED,"[383496,382007,384006,390576,390864,388468]","[[46.71512731918337,8.005,-18.48460242349026],[46.55419440223213,8.005,-18.356601103667646],[46.77835450147897,8.005,-18.33278105745986],[46.63466086070775,8.005,-18.42060176357895],[46.66627445185555,8.005,-18.344691080563756],[46.74674091033117,8.005,-18.40869174047506]]","[[125],[81],[125],[125],[125],[125]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107738,1109103,1,UNMAPPED,"[383950,383495,382008,390586,390587,385322]","[[46.54378229711955,8.005,20.524830514076452],[46.71520361626353,8.005,20.484584148398813],[46.55432158550599,8.005,20.356502197726183],[46.62949295669154,8.005,20.50470733123763],[46.634762600884756,8.005,20.4205431730625],[46.54905194131277,8.005,20.440666355901318]]","[[77],[122],[77],[77],[122],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107739,1140530,3,UNMAPPED,"[384005,382008,383495,390863,390587,388466]","[[46.77838750219324,8.005,20.33276080313939],[46.55432158550599,8.005,20.356502197726183],[46.71520361626353,8.005,20.484584148398813],[46.666354543849614,8.005,20.344631500432786],[46.634762600884756,8.005,20.4205431730625],[46.74679555922839,8.005,20.408672475769098]]","[[122],[77],[122],[122],[122],[122]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107816,1212846,0,UNMAPPED,"[382446,382033,382445,384621,384522,384620]","[[38.44647634711838,8.005,-17.225300907514505],[38.61721923120617,8.005,-17.10665349056732],[38.612024646608894,8.005,-17.331514203624888],[38.53184778916227,8.005,-17.165977199040913],[38.61462193890753,8.005,-17.219083847096105],[38.52925049686364,8.005,-17.278407555569697]]","[[74],[118],[74],[118],[74],[74]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107817,1214009,2,UNMAPPED,"[382446,382447,382033,387640,386453,384621]","[[38.44647634711838,8.005,-17.225300907514505],[38.42206818612127,8.005,-17.01669917523861],[38.61721923120617,8.005,-17.10665349056732],[38.43427226661982,8.005,-17.121000041376558],[38.51964370866372,8.005,-17.061676332902966],[38.53184778916227,8.005,-17.165977199040913]]","[[74],[118],[118],[118],[118],[118]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107998,1243285,1,UNMAPPED,"[382949,382948,382092,387468,387469,387467]","[[38.43785175265678,8.005,17.691390245354558],[38.622302061160056,8.005,17.794990963210008],[38.61674831144053,8.005,17.573749604150468],[38.53007690690842,8.005,17.74319060428228],[38.619525186300294,8.005,17.68437028368024],[38.52730003204866,8.005,17.632569924752513]]","[[75],[120],[75],[120],[120],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108001,1221310,2,UNMAPPED,"[382093,382934,382935,386000,385998,385999]","[[49.38325168855946,8.005,17.573749604150468],[49.37683862115965,8.005,17.796897263142686],[49.56147429880661,8.005,17.70036396388507],[49.38004515485956,8.005,17.685323433646577],[49.46915645998313,8.005,17.74863061351388],[49.472362993683035,8.005,17.63705678401777]]","[[79],[123],[79],[123],[123],[79]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108288,1174104,1,UNMAPPED,"[382183,384038,382697,386532,386533,386534]","[[47.475350709694666,8.005,-19.027787986396007],[47.28541803549017,8.005,-19.088281373838303],[47.2635550037593,8.005,-18.933057610914734],[47.38038437259242,8.005,-19.058034680117153],[47.27448651962473,8.005,-19.01066949237652],[47.36945285672698,8.005,-18.980422798655372]]","[[125],[81],[125],[81],[81],[125]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108292,1240338,2,UNMAPPED,"[382184,382678,384039,386537,386535,386536]","[[47.475350709695164,8.005,21.027787986396778],[47.26355389065723,8.005,20.933054515897457],[47.28541803549015,8.005,21.08828137383991],[47.3694523001762,8.005,20.980421251147117],[47.274485963073694,8.005,21.010667944868683],[47.38038437259266,8.005,21.058034680118343]]","[[122],[122],[77],[122],[77],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108296,1109913,3,UNMAPPED,"[383834,382185,383917,390307,390669,391196]","[[40.62337663397183,8.005,20.910968441675205],[40.519264201000475,8.005,21.052705456106185],[40.719965493317495,8.005,21.055507547575775],[40.571320417486156,8.005,20.98183694889069],[40.619614847158985,8.005,21.05410650184098],[40.67167106364466,8.005,20.983237994625487]]","[[121],[121],[77],[121],[77],[121]]","[77,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108298,1209298,1,UNMAPPED,"[382186,383484,383483,388767,388768,388769]","[[40.511280611497,8.005,-19.024969197565607],[40.61262045501082,8.005,-18.851095762280327],[40.713684156390286,8.005,-19.025269830516716],[40.56195053325391,8.005,-18.938032479922967],[40.66315230570055,8.005,-18.93818279639852],[40.61248238394364,8.005,-19.02511951404116]]","[[117],[117],[81],[117],[117],[117]]","[81,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108348,1202720,2,UNMAPPED,"[382201,382923,383590,386652,386650,386651]","[[37.98329700470762,8.005,18.403308366375104],[38.1641825390909,8.005,18.29958701305519],[37.978860720872845,8.005,18.18792669638668],[38.07373977189926,8.005,18.351447689715148],[38.07152162998187,8.005,18.24375685472093],[37.981078862790234,8.005,18.295617531380888]]","[[120],[120],[75],[120],[120],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108349,1244425,3,UNMAPPED,"[382976,382202,382975,388656,387815,386770]","[[49.838766627277195,8.005,18.28221918732422],[50.019751202732195,8.005,18.394744334040585],[50.01428207070144,8.005,18.18383995817476],[49.929258915004695,8.005,18.338481760682402],[50.01701663671682,8.005,18.289292146107673],[49.92652434898932,8.005,18.23302957274949]]","[[123],[123],[79],[123],[79],[123]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108352,1237135,0,UNMAPPED,"[383687,382203,383832,390500,391102,386910]","[[50.01412342994836,8.005,19.273144906319704],[50.02599075815154,8.005,19.076781059061172],[49.867274848433745,8.005,19.136292943953737],[50.02005709404995,8.005,19.174962982690435],[49.946632803292644,8.005,19.10653700150745],[49.940699139191054,8.005,19.20471892513672]]","[[78],[123],[123],[123],[123],[78]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108357,1231894,1,UNMAPPED,"[383686,383033,382204,384601,385934,385919]","[[38.033549983595876,8.005,19.294157477390417],[38.18569418231946,8.005,19.155285367546586],[37.998637712210815,8.005,19.06263973980894],[38.10962208295767,8.005,19.2247214224685],[38.09216594726514,8.005,19.10896255367776],[38.01609384790335,8.005,19.178398608599682]]","[[76],[120],[120],[76],[120],[120]]","[76,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108360,1167416,3,UNMAPPED,"[383688,383104,382205,384764,386005,386764]","[[50.00958590595833,8.005,-17.27929462071635],[49.82957872438916,8.005,-17.161696369727714],[50.011720565951286,8.005,-17.06901568243072],[49.91958231517375,8.005,-17.220495495222032],[49.92064964517022,8.005,-17.115356026079215],[50.01065323595481,8.005,-17.174155151573533]]","[[80],[124],[124],[80],[124],[124]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108373,1111286,0,UNMAPPED,"[382210,383027,383698,387909,390485,389802]","[[37.987144503966206,8.005,-16.40758108370243],[37.98236483874698,8.005,-16.201325735974827],[38.15654616444656,8.005,-16.31262318795086],[37.98475467135659,8.005,-16.30445340983863],[38.06945550159677,8.005,-16.256974461962844],[38.07184533420638,8.005,-16.360102135826644]]","[[118],[75],[118],[75],[118],[118]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
