connector_id,location,function,candidate_housing,mating_part,contact_order_code,contact_count,keying_retention_strain_relief,source,source_date,selection_state
J-ACT-R_ANKLE_ROLL,R_ANKLE_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-L_SHOULDER_PITCH,FIXED SIDE OF LOOP-L_SHOULDER_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_SHOULDER_PITCH,PANEL AT FIXED SIDE OF LOOP-L_SHOULDER_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_SHOULDER_PITCH,L_SHOULDER_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_SHOULDER_PITCH,L_SHOULDER_PITCH,DATA-ONLY OUTGOING LINK TO L_SHOULDER_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_SHOULDER_ROLL,FIXED SIDE OF LOOP-L_SHOULDER_ROLL-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_SHOULDER_ROLL,PANEL AT FIXED SIDE OF LOOP-L_SHOULDER_ROLL-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_SHOULDER_ROLL,L_SHOULDER_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_SHOULDER_ROLL,L_SHOULDER_ROLL,DATA-ONLY OUTGOING LINK TO L_ELBOW_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_ELBOW_PITCH,FIXED SIDE OF LOOP-L_ELBOW_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_ELBOW_PITCH,PANEL AT FIXED SIDE OF LOOP-L_ELBOW_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_ELBOW_PITCH,L_ELBOW_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-R_SHOULDER_PITCH,FIXED SIDE OF LOOP-R_SHOULDER_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_SHOULDER_PITCH,PANEL AT FIXED SIDE OF LOOP-R_SHOULDER_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_SHOULDER_PITCH,R_SHOULDER_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_SHOULDER_PITCH,R_SHOULDER_PITCH,DATA-ONLY OUTGOING LINK TO R_SHOULDER_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_SHOULDER_ROLL,FIXED SIDE OF LOOP-R_SHOULDER_ROLL-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_SHOULDER_ROLL,PANEL AT FIXED SIDE OF LOOP-R_SHOULDER_ROLL-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_SHOULDER_ROLL,R_SHOULDER_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_SHOULDER_ROLL,R_SHOULDER_ROLL,DATA-ONLY OUTGOING LINK TO R_ELBOW_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_ELBOW_PITCH,FIXED SIDE OF LOOP-R_ELBOW_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_ELBOW_PITCH,PANEL AT FIXED SIDE OF LOOP-R_ELBOW_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_ELBOW_PITCH,R_ELBOW_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-WAIST_YAW,FIXED SIDE OF LOOP-WAIST_YAW-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-WAIST_YAW,PANEL AT FIXED SIDE OF LOOP-WAIST_YAW-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-WAIST_YAW,WAIST_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-L_WRIST_ROTATION,FIXED SIDE OF LOOP-L_WRIST_ROTATION-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_WRIST_ROTATION,PANEL AT FIXED SIDE OF LOOP-L_WRIST_ROTATION-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_WRIST_ROTATION,L_WRIST_ROTATION,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_WRIST_ROTATION,L_WRIST_ROTATION,DATA-ONLY OUTGOING LINK TO L_GRIPPER,JST EHR-03,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_GRIPPER,FIXED SIDE OF LOOP-L_GRIPPER-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_GRIPPER,PANEL AT FIXED SIDE OF LOOP-L_GRIPPER-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_GRIPPER,L_GRIPPER,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-R_WRIST_ROTATION,FIXED SIDE OF LOOP-R_WRIST_ROTATION-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_WRIST_ROTATION,PANEL AT FIXED SIDE OF LOOP-R_WRIST_ROTATION-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_WRIST_ROTATION,R_WRIST_ROTATION,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_WRIST_ROTATION,R_WRIST_ROTATION,DATA-ONLY OUTGOING LINK TO R_GRIPPER,JST EHR-03,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_GRIPPER,FIXED SIDE OF LOOP-R_GRIPPER-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_GRIPPER,PANEL AT FIXED SIDE OF LOOP-R_GRIPPER-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_GRIPPER,R_GRIPPER,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-HEAD_PAN,FIXED SIDE OF LOOP-HEAD_PAN-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-HEAD_PAN,PANEL AT FIXED SIDE OF LOOP-HEAD_PAN-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-HEAD_PAN,HEAD_PAN,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-HEAD_PAN,HEAD_PAN,DATA-ONLY OUTGOING LINK TO HEAD_TILT,JST EHR-03,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-HEAD_TILT,FIXED SIDE OF LOOP-HEAD_TILT-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-HEAD_TILT,PANEL AT FIXED SIDE OF LOOP-HEAD_TILT-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-HEAD_TILT,HEAD_TILT,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
