core_id,axis_id,from_connector_contact,to_connector_contact,net,service,route,conductor_cross_section,insulation_temperature_flex,shield_or_twist,cut_length_and_slack,authority
CORE-L_ELBOW_PITCH-GND-DYNAMIC,L_ELBOW_PITCH,J-WPS-RS-LARM-OUT-3/1,J-TR-DYN-L_ELBOW_PITCH/1,RS-LARM_RET,POWER RETURN,CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_PITCH-PWR; CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL-PWR; LOOP-L_ELBOW_PITCH-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 320.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_ELBOW_PITCH-VDD-PIGTAIL,L_ELBOW_PITCH,J-TR-PIG-L_ELBOW_PITCH/2,J-ACT-L_ELBOW_PITCH/2,L_ELBOW_PITCH_VDD,ACTUATOR POWER,LOOP-L_ELBOW_PITCH-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_ELBOW_PITCH-VDD-DYNAMIC,L_ELBOW_PITCH,J-WPS-RS-LARM-OUT-3/2,J-TR-DYN-L_ELBOW_PITCH/2,L_ELBOW_PITCH_VDD,ACTUATOR POWER,CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_PITCH-PWR; CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL-PWR; LOOP-L_ELBOW_PITCH-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 320.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_ELBOW_PITCH-DATAP,L_ELBOW_PITCH,J-OUT-L_SHOULDER_ROLL/DATA+,J-ACT-L_ELBOW_PITCH/3,RS-LARM_DATA+,DATA,LOOP-L_ELBOW_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 170.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_ELBOW_PITCH-DATAN,L_ELBOW_PITCH,J-OUT-L_SHOULDER_ROLL/DATA-,J-ACT-L_ELBOW_PITCH/4,RS-LARM_DATA-,DATA,LOOP-L_ELBOW_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 170.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_PITCH-GND-PIGTAIL,R_SHOULDER_PITCH,J-TR-PIG-R_SHOULDER_PITCH/1,J-ACT-R_SHOULDER_PITCH/1,RS-RARM_RET,POWER RETURN,LOOP-R_SHOULDER_PITCH-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_PITCH-GND-DYNAMIC,R_SHOULDER_PITCH,J-WPS-RS-RARM-OUT-1/1,J-TR-DYN-R_SHOULDER_PITCH/1,RS-RARM_RET,POWER RETURN,LOOP-R_SHOULDER_PITCH-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 114.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_PITCH-VDD-PIGTAIL,R_SHOULDER_PITCH,J-TR-PIG-R_SHOULDER_PITCH/2,J-ACT-R_SHOULDER_PITCH/2,R_SHOULDER_PITCH_VDD,ACTUATOR POWER,LOOP-R_SHOULDER_PITCH-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_PITCH-VDD-DYNAMIC,R_SHOULDER_PITCH,J-WPS-RS-RARM-OUT-1/2,J-TR-DYN-R_SHOULDER_PITCH/2,R_SHOULDER_PITCH_VDD,ACTUATOR POWER,LOOP-R_SHOULDER_PITCH-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 114.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_PITCH-DATAP,R_SHOULDER_PITCH,CB-RS-RARM/DATA+,J-ACT-R_SHOULDER_PITCH/3,RS-RARM_DATA+,DATA,LOOP-R_SHOULDER_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 41.794 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_PITCH-DATAN,R_SHOULDER_PITCH,CB-RS-RARM/DATA-,J-ACT-R_SHOULDER_PITCH/4,RS-RARM_DATA-,DATA,LOOP-R_SHOULDER_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 41.794 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_ROLL-GND-PIGTAIL,R_SHOULDER_ROLL,J-TR-PIG-R_SHOULDER_ROLL/1,J-ACT-R_SHOULDER_ROLL/1,RS-RARM_RET,POWER RETURN,LOOP-R_SHOULDER_ROLL-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_ROLL-GND-DYNAMIC,R_SHOULDER_ROLL,J-WPS-RS-RARM-OUT-2/1,J-TR-DYN-R_SHOULDER_ROLL/1,RS-RARM_RET,POWER RETURN,CROSS-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH-PWR; LOOP-R_SHOULDER_ROLL-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 142.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_ROLL-VDD-PIGTAIL,R_SHOULDER_ROLL,J-TR-PIG-R_SHOULDER_ROLL/2,J-ACT-R_SHOULDER_ROLL/2,R_SHOULDER_ROLL_VDD,ACTUATOR POWER,LOOP-R_SHOULDER_ROLL-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_ROLL-VDD-DYNAMIC,R_SHOULDER_ROLL,J-WPS-RS-RARM-OUT-2/2,J-TR-DYN-R_SHOULDER_ROLL/2,R_SHOULDER_ROLL_VDD,ACTUATOR POWER,CROSS-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH-PWR; LOOP-R_SHOULDER_ROLL-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 142.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_ROLL-DATAP,R_SHOULDER_ROLL,J-OUT-R_SHOULDER_PITCH/DATA+,J-ACT-R_SHOULDER_ROLL/3,RS-RARM_DATA+,DATA,LOOP-R_SHOULDER_ROLL-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 20.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_SHOULDER_ROLL-DATAN,R_SHOULDER_ROLL,J-OUT-R_SHOULDER_PITCH/DATA-,J-ACT-R_SHOULDER_ROLL/4,RS-RARM_DATA-,DATA,LOOP-R_SHOULDER_ROLL-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 20.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_ELBOW_PITCH-GND-PIGTAIL,R_ELBOW_PITCH,J-TR-PIG-R_ELBOW_PITCH/1,J-ACT-R_ELBOW_PITCH/1,RS-RARM_RET,POWER RETURN,LOOP-R_ELBOW_PITCH-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_ELBOW_PITCH-GND-DYNAMIC,R_ELBOW_PITCH,J-WPS-RS-RARM-OUT-3/1,J-TR-DYN-R_ELBOW_PITCH/1,RS-RARM_RET,POWER RETURN,CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH-PWR; CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL-PWR; LOOP-R_ELBOW_PITCH-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 320.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_ELBOW_PITCH-VDD-PIGTAIL,R_ELBOW_PITCH,J-TR-PIG-R_ELBOW_PITCH/2,J-ACT-R_ELBOW_PITCH/2,R_ELBOW_PITCH_VDD,ACTUATOR POWER,LOOP-R_ELBOW_PITCH-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_ELBOW_PITCH-VDD-DYNAMIC,R_ELBOW_PITCH,J-WPS-RS-RARM-OUT-3/2,J-TR-DYN-R_ELBOW_PITCH/2,R_ELBOW_PITCH_VDD,ACTUATOR POWER,CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH-PWR; CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL-PWR; LOOP-R_ELBOW_PITCH-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 320.724 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_ELBOW_PITCH-DATAP,R_ELBOW_PITCH,J-OUT-R_SHOULDER_ROLL/DATA+,J-ACT-R_ELBOW_PITCH/3,RS-RARM_DATA+,DATA,LOOP-R_ELBOW_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 170.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_ELBOW_PITCH-DATAN,R_ELBOW_PITCH,J-OUT-R_SHOULDER_ROLL/DATA-,J-ACT-R_ELBOW_PITCH/4,RS-RARM_DATA-,DATA,LOOP-R_ELBOW_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 170.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-WAIST_YAW-GND-PIGTAIL,WAIST_YAW,J-TR-PIG-WAIST_YAW/1,J-ACT-WAIST_YAW/1,RS-WAIST_RET,POWER RETURN,LOOP-WAIST_YAW-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-WAIST_YAW-GND-DYNAMIC,WAIST_YAW,J-WPS-RS-WAIST-OUT-1/1,J-TR-DYN-WAIST_YAW/1,RS-WAIST_RET,POWER RETURN,LOOP-WAIST_YAW-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 74.615 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-WAIST_YAW-VDD-PIGTAIL,WAIST_YAW,J-TR-PIG-WAIST_YAW/2,J-ACT-WAIST_YAW/2,WAIST_YAW_VDD,ACTUATOR POWER,LOOP-WAIST_YAW-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-WAIST_YAW-VDD-DYNAMIC,WAIST_YAW,J-WPS-RS-WAIST-OUT-1/2,J-TR-DYN-WAIST_YAW/2,WAIST_YAW_VDD,ACTUATOR POWER,LOOP-WAIST_YAW-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 74.615 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-WAIST_YAW-DATAP,WAIST_YAW,CB-RS-WAIST/DATA+,J-ACT-WAIST_YAW/3,RS-WAIST_DATA+,DATA,LOOP-WAIST_YAW-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 52.373 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-WAIST_YAW-DATAN,WAIST_YAW,CB-RS-WAIST/DATA-,J-ACT-WAIST_YAW/4,RS-WAIST_DATA-,DATA,LOOP-WAIST_YAW-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 52.373 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_WRIST_ROTATION-GND-PIGTAIL,L_WRIST_ROTATION,J-TR-PIG-L_WRIST_ROTATION/1,J-ACT-L_WRIST_ROTATION/1,TTL-LDIST_RET,POWER RETURN,LOOP-L_WRIST_ROTATION-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_WRIST_ROTATION-GND-DYNAMIC,L_WRIST_ROTATION,J-WPS-TTL-LDIST-OUT-1/1,J-TR-DYN-L_WRIST_ROTATION/1,TTL-LDIST_RET,POWER RETURN,CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_PITCH-PWR; CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL-PWR; CROSS-L_WRIST_ROTATION-AT-L_ELBOW_PITCH-PWR; LOOP-L_WRIST_ROTATION-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 490.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_WRIST_ROTATION-VDD-PIGTAIL,L_WRIST_ROTATION,J-TR-PIG-L_WRIST_ROTATION/2,J-ACT-L_WRIST_ROTATION/2,L_WRIST_ROTATION_VDD,ACTUATOR POWER,LOOP-L_WRIST_ROTATION-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_WRIST_ROTATION-VDD-DYNAMIC,L_WRIST_ROTATION,J-WPS-TTL-LDIST-OUT-1/2,J-TR-DYN-L_WRIST_ROTATION/2,L_WRIST_ROTATION_VDD,ACTUATOR POWER,CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_PITCH-PWR; CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL-PWR; CROSS-L_WRIST_ROTATION-AT-L_ELBOW_PITCH-PWR; LOOP-L_WRIST_ROTATION-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 490.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_WRIST_ROTATION-DATA,L_WRIST_ROTATION,CB-TTL-LDIST/DATA,J-ACT-L_WRIST_ROTATION/3,TTL-LDIST_DATA,DATA,LOOP-L_WRIST_ROTATION-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 299.581 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_GRIPPER-GND-PIGTAIL,L_GRIPPER,J-TR-PIG-L_GRIPPER/1,J-ACT-L_GRIPPER/1,TTL-LDIST_RET,POWER RETURN,LOOP-L_GRIPPER-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_GRIPPER-GND-DYNAMIC,L_GRIPPER,J-WPS-TTL-LDIST-OUT-2/1,J-TR-DYN-L_GRIPPER/1,TTL-LDIST_RET,POWER RETURN,CROSS-L_GRIPPER-AT-L_SHOULDER_PITCH-PWR; CROSS-L_GRIPPER-AT-L_SHOULDER_ROLL-PWR; CROSS-L_GRIPPER-AT-L_ELBOW_PITCH-PWR; CROSS-L_GRIPPER-AT-L_WRIST_ROTATION-PWR; LOOP-L_GRIPPER-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 561.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_GRIPPER-VDD-PIGTAIL,L_GRIPPER,J-TR-PIG-L_GRIPPER/2,J-ACT-L_GRIPPER/2,L_GRIPPER_VDD,ACTUATOR POWER,LOOP-L_GRIPPER-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_GRIPPER-VDD-DYNAMIC,L_GRIPPER,J-WPS-TTL-LDIST-OUT-2/2,J-TR-DYN-L_GRIPPER/2,L_GRIPPER_VDD,ACTUATOR POWER,CROSS-L_GRIPPER-AT-L_SHOULDER_PITCH-PWR; CROSS-L_GRIPPER-AT-L_SHOULDER_ROLL-PWR; CROSS-L_GRIPPER-AT-L_ELBOW_PITCH-PWR; CROSS-L_GRIPPER-AT-L_WRIST_ROTATION-PWR; LOOP-L_GRIPPER-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 561.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_GRIPPER-DATA,L_GRIPPER,J-OUT-L_WRIST_ROTATION/DATA,J-ACT-L_GRIPPER/3,TTL-LDIST_DATA,DATA,LOOP-L_GRIPPER-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 63.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_WRIST_ROTATION-GND-PIGTAIL,R_WRIST_ROTATION,J-TR-PIG-R_WRIST_ROTATION/1,J-ACT-R_WRIST_ROTATION/1,TTL-RDIST_RET,POWER RETURN,LOOP-R_WRIST_ROTATION-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_WRIST_ROTATION-GND-DYNAMIC,R_WRIST_ROTATION,J-WPS-TTL-RDIST-OUT-1/1,J-TR-DYN-R_WRIST_ROTATION/1,TTL-RDIST_RET,POWER RETURN,CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH-PWR; CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_ROLL-PWR; CROSS-R_WRIST_ROTATION-AT-R_ELBOW_PITCH-PWR; LOOP-R_WRIST_ROTATION-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 490.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_WRIST_ROTATION-VDD-PIGTAIL,R_WRIST_ROTATION,J-TR-PIG-R_WRIST_ROTATION/2,J-ACT-R_WRIST_ROTATION/2,R_WRIST_ROTATION_VDD,ACTUATOR POWER,LOOP-R_WRIST_ROTATION-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
