family_id,part_name,part_kind,solid_count,volume_mm3,candidate_non_actuator_mass_kg,material_or_product_candidate,note,authority,warning
JMF-08-LEG-REDUCED-20,CARRIER_A_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_A_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_A_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,BEARING_B,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_B,removable joint carrier,1,12997.594241,0.035093504,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,RETAINER_B,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_B_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_B_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_B_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_B_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,883.572934,0.001590431,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,OUTPUT_MAGNET_HUB,encoder magnet hub,1,220.162813,0.000594440,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,ACTUATOR,SHA-bound manufacturer actuator,1,84589.528735,0.000000000,ROBOTIS-540,exact manufacturer B-Rep; exact model/suffix and mount remain provisional,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,OUTPUT_PULLEY,spoked timing-pulley candidate,1,16516.009405,0.046409986,7075-T6 or reinforced-polymer pulley candidate,"pitch, tooth form, flange, bore and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,MOTOR_PULLEY,spoked timing-pulley candidate,1,5298.618008,0.014889117,7075-T6 or reinforced-polymer pulley candidate,"pitch, tooth form, flange, bore and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,TIMING_BELT,closed-loop belt candidate,4,4356.026132,0.005227231,5M elastomer/fiber belt candidate,"exact tooth count, width, preload, rating, guard clearance and life open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,TRANSMISSION_GUARD,removable belt guard,1,18528.499826,0.021863630,printed polymer or thin aluminum guard candidate,"split, retention, vent, pinch access and impact proof open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,OUTPUT_SHAFT,hollow output shaft,1,5430.572141,0.042358463,17-4PH or alloy-steel candidate - SELECTION REQUIRED,"shoulders, surface finish, hardness and received runout open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,BEARING_A,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_A,removable joint carrier,1,13953.654473,0.037674867,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,RETAINER_A,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_A_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_A_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_A_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_A_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,BEARING_B,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_B,removable joint carrier,1,13953.654473,0.037674867,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,RETAINER_B,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_B_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_B_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_B_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,CARRIER_B_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,883.572934,0.001590431,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,OUTPUT_MAGNET_HUB,encoder magnet hub,1,220.162813,0.000594440,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,ACTUATOR,SHA-bound manufacturer actuator,1,84589.528735,0.000000000,ROBOTIS-540,exact manufacturer B-Rep; exact model/suffix and mount remain provisional,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,OUTPUT_PULLEY,spoked timing-pulley candidate,1,16516.009405,0.046409986,7075-T6 or reinforced-polymer pulley candidate,"pitch, tooth form, flange, bore and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,MOTOR_PULLEY,spoked timing-pulley candidate,1,5298.618008,0.014889117,7075-T6 or reinforced-polymer pulley candidate,"pitch, tooth form, flange, bore and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,TIMING_BELT,closed-loop belt candidate,4,4356.026132,0.005227231,5M elastomer/fiber belt candidate,"exact tooth count, width, preload, rating, guard clearance and life open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,TRANSMISSION_GUARD,removable belt guard,1,18528.499826,0.021863630,printed polymer or thin aluminum guard candidate,"split, retention, vent, pinch access and impact proof open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,OUTPUT_SHAFT,hollow output shaft,1,5430.572141,0.042358463,17-4PH or alloy-steel candidate - SELECTION REQUIRED,"shoulders, surface finish, hardness and received runout open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,BEARING_A,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_A,removable joint carrier,1,13235.839153,0.035736766,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,RETAINER_A,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_A_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_A_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_A_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_A_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,BEARING_B,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_B,removable joint carrier,1,13235.839153,0.035736766,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,RETAINER_B,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_B_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_B_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_B_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,CARRIER_B_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,883.572934,0.001590431,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,OUTPUT_MAGNET_HUB,encoder magnet hub,1,220.162813,0.000594440,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
