name,version,architecture,distro,upstream,purl,spdx_id,files_analyzed,package_verification_code,supplier,source_info,evidence_state,warning
libpcre2-8-0,10.46-1~deb13u1,arm64,debian-13,pcre2,pkg:deb/debian/libpcre2-8-0@10.46-1~deb13u1?arch=arm64&distro=debian-13&upstream=pcre2,SPDXRef-Package-deb-libpcre2-8-0-08da8b3366895317,true,c3fe4c75424b7c72b19bf8068a996485c1061c82,Person: Matthew Vernon (matthew@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpcre2-8-0/copyright, /var/lib/dpkg/info/libpcre2-8-0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpcsclite1,2.3.3-1,arm64,debian-13,pcsc-lite,pkg:deb/debian/libpcsclite1@2.3.3-1?arch=arm64&distro=debian-13&upstream=pcsc-lite,SPDXRef-Package-deb-libpcsclite1-8fe12e65fb7c5e3e,true,f8ceee7fe3318daa8125782cd06bd3e69a502368,Person: Ludovic Rousseau (rousseau@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpcsclite1/copyright, /var/lib/dpkg/info/libpcsclite1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libperl5.40,5.40.1-6,arm64,debian-13,perl,pkg:deb/debian/libperl5.40@5.40.1-6?arch=arm64&distro=debian-13&upstream=perl,SPDXRef-Package-deb-libperl5.40-b4e00d690ca158ce,true,4b6fe3b6cd77aa8cef1f3129ada5afdc89efea8f,Person: Niko Tyni (ntyni@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libperl5.40/copyright, /var/lib/dpkg/info/libperl5.40:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpipeline1,1.5.8-1,arm64,debian-13,libpipeline,pkg:deb/debian/libpipeline1@1.5.8-1?arch=arm64&distro=debian-13&upstream=libpipeline,SPDXRef-Package-deb-libpipeline1-d0222f3da50fbf40,true,0cb59e11b2f8dc2c236d9739df28bc37cdad3523,Person: Colin Watson (cjwatson@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpipeline1/copyright, /var/lib/dpkg/info/libpipeline1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpisp-common,1.5.0-1,all,debian-13,libpisp,pkg:deb/debian/libpisp-common@1.5.0-1?arch=all&distro=debian-13&upstream=libpisp,SPDXRef-Package-deb-libpisp-common-d33d019580c909ed,true,d0c5a7158b2adce57dc59970e1d1d24bfeefb769,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpisp-common/copyright, /var/lib/dpkg/info/libpisp-common.md5sums, /var/lib/dpkg/info/libpisp-common.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpisp1,1.5.0-1,arm64,debian-13,libpisp,pkg:deb/debian/libpisp1@1.5.0-1?arch=arm64&distro=debian-13&upstream=libpisp,SPDXRef-Package-deb-libpisp1-c87bad636fc92c65,true,6652c011ec26b42192bb04f7bb43850e0ce6b399,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpisp1/copyright, /var/lib/dpkg/info/libpisp1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpkgconf3,1.8.1-4,arm64,debian-13,pkgconf,pkg:deb/debian/libpkgconf3@1.8.1-4?arch=arm64&distro=debian-13&upstream=pkgconf,SPDXRef-Package-deb-libpkgconf3-95d7e7efb0dfc804,true,5e305f999991be2601e6349e0fc8d673877340a1,Person: Andrej Shadura (andrewsh@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpkgconf3/copyright, /var/lib/dpkg/info/libpkgconf3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpng16-16t64,1.6.48-1+deb13u5,arm64,debian-13,libpng1.6,pkg:deb/debian/libpng16-16t64@1.6.48-1+deb13u5?arch=arm64&distro=debian-13&upstream=libpng1.6,SPDXRef-Package-deb-libpng16-16t64-31e825e776c30db0,true,3a14a3c0ebf21d7d60375711a8b7e232e5e63b11,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpng16-16t64/copyright, /var/lib/dpkg/info/libpng16-16t64:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpolkit-agent-1-0,126-2,arm64,debian-13,policykit-1,pkg:deb/debian/libpolkit-agent-1-0@126-2?arch=arm64&distro=debian-13&upstream=policykit-1,SPDXRef-Package-deb-libpolkit-agent-1-0-f1731eb7f133c36d,true,12b8dc5df87b5adc9142d4c091e20d83f46e99b2,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpolkit-agent-1-0/copyright, /var/lib/dpkg/info/libpolkit-agent-1-0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpolkit-gobject-1-0,126-2,arm64,debian-13,policykit-1,pkg:deb/debian/libpolkit-gobject-1-0@126-2?arch=arm64&distro=debian-13&upstream=policykit-1,SPDXRef-Package-deb-libpolkit-gobject-1-0-60e058e81a86de11,true,d67e1db9b0ab588299e8a332470e666d7d990969,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpolkit-gobject-1-0/copyright, /var/lib/dpkg/info/libpolkit-gobject-1-0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpopt0,1.19+dfsg-2,arm64,debian-13,popt,pkg:deb/debian/libpopt0@1.19+dfsg-2?arch=arm64&distro=debian-13&upstream=popt,SPDXRef-Package-deb-libpopt0-7b12386f064e0ec6,true,9de0f46953514b0dbd22d4d46c4a1f5cd3db8f34,Person: Håvard F. Aasen (havard.f.aasen@pfft.no),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpopt0/copyright, /var/lib/dpkg/info/libpopt0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libproc2-0,2:4.0.4-9,arm64,debian-13,procps,pkg:deb/debian/libproc2-0@2:4.0.4-9?arch=arm64&distro=debian-13&upstream=procps,SPDXRef-Package-deb-libproc2-0-f67fe1a69a211ac4,true,8b5a8ca8f6c8b92fabba690be9add23df049d282,Person: Craig Small (csmall@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libproc2-0/copyright, /var/lib/dpkg/info/libproc2-0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpsl5t64,0.21.2-1.1+b1,arm64,debian-13,libpsl@0.21.2-1.1,pkg:deb/debian/libpsl5t64@0.21.2-1.1+b1?arch=arm64&distro=debian-13&upstream=libpsl@0.21.2-1.1,SPDXRef-Package-deb-libpsl5t64-993a808e0c3d88e8,true,2a6a01a3168f8c7f57607ce496a53d1608bc86ce,Person: Tim Rühsen (tim.ruehsen@gmx.de),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpsl5t64/copyright, /var/lib/dpkg/info/libpsl5t64:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpugixml1v5,1.14-2,arm64,debian-13,pugixml,pkg:deb/debian/libpugixml1v5@1.14-2?arch=arm64&distro=debian-13&upstream=pugixml,SPDXRef-Package-deb-libpugixml1v5-9ae6f02f153ceb0a,true,93efddbc0ed7dad5573a625112dae2f2d421f5bb,Person: Vasudev Kamath (vasudev@copyninja.info),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpugixml1v5/copyright, /var/lib/dpkg/info/libpugixml1v5:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpython3-stdlib,3.13.5-1,arm64,debian-13,python3-defaults,pkg:deb/debian/libpython3-stdlib@3.13.5-1?arch=arm64&distro=debian-13&upstream=python3-defaults,SPDXRef-Package-deb-libpython3-stdlib-c25fc5affd14d2af,true,baba6daea9660950bb29835122a37ffa55a83008,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpython3-stdlib/copyright, /var/lib/dpkg/info/libpython3-stdlib:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpython3.13,3.13.5-2+deb13u2,arm64,debian-13,python3.13,pkg:deb/debian/libpython3.13@3.13.5-2+deb13u2?arch=arm64&distro=debian-13&upstream=python3.13,SPDXRef-Package-deb-libpython3.13-ad9b42166ede7c7e,true,ea28b84224fd49caaaff9425b1328f0e563848bb,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpython3.13-minimal/copyright, /var/lib/dpkg/info/libpython3.13:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpython3.13-minimal,3.13.5-2+deb13u2,arm64,debian-13,python3.13,pkg:deb/debian/libpython3.13-minimal@3.13.5-2+deb13u2?arch=arm64&distro=debian-13&upstream=python3.13,SPDXRef-Package-deb-libpython3.13-minimal-4c06cf98b10195f4,true,b45d437734755b4cd717b9cd92f6dcea81f2d29f,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpython3.13-minimal/copyright, /var/lib/dpkg/info/libpython3.13-minimal:arm64.conffiles, /var/lib/dpkg/info/libpython3.13-minimal:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libpython3.13-stdlib,3.13.5-2+deb13u2,arm64,debian-13,python3.13,pkg:deb/debian/libpython3.13-stdlib@3.13.5-2+deb13u2?arch=arm64&distro=debian-13&upstream=python3.13,SPDXRef-Package-deb-libpython3.13-stdlib-d19f0a3bd86f6a1d,true,0686c305ab6280c7e13236346b8304ea17a5e6b3,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libpython3.13-minimal/copyright, /var/lib/dpkg/info/libpython3.13-stdlib:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libqt6core6t64,6.8.2+dfsg-9+deb13u2,arm64,debian-13,qt6-base,pkg:deb/debian/libqt6core6t64@6.8.2+dfsg-9+deb13u2?arch=arm64&distro=debian-13&upstream=qt6-base,SPDXRef-Package-deb-libqt6core6t64-1258f7bf76b4f13e,true,7acf49a3992c69a8a34c1a3b2ddb669b8781c52d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libqt6core6t64/copyright, /var/lib/dpkg/info/libqt6core6t64:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libreadline8t64,8.2-6,arm64,debian-13,readline,pkg:deb/debian/libreadline8t64@8.2-6?arch=arm64&distro=debian-13&upstream=readline,SPDXRef-Package-deb-libreadline8t64-01ec07810f2200c0,true,10cf4b148c0e5042c4a038c7180ec06e7a249654,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libreadline8t64/copyright, /var/lib/dpkg/info/libreadline8t64:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
librpicam-app1,1.12.0-1,arm64,debian-13,rpicam-apps,pkg:deb/debian/librpicam-app1@1.12.0-1?arch=arm64&distro=debian-13&upstream=rpicam-apps,SPDXRef-Package-deb-librpicam-app1-6b4a8abd7d819750,true,242ab96358991e6f8ce1611f90bfabf9c551cd5c,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/librpicam-app1/copyright, /var/lib/dpkg/info/librpicam-app1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
librpieepromab0,20260601-1,arm64,debian-13,raspi-utils,pkg:deb/debian/librpieepromab0@20260601-1?arch=arm64&distro=debian-13&upstream=raspi-utils,SPDXRef-Package-deb-librpieepromab0-9df0139b0d269ac9,true,651212f433628ecec5c2dc71e5adbb33005ef4c5,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/librpieepromab0/copyright, /var/lib/dpkg/info/librpieepromab0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
librpifwcrypto0,20260601-1,arm64,debian-13,raspi-utils,pkg:deb/debian/librpifwcrypto0@20260601-1?arch=arm64&distro=debian-13&upstream=raspi-utils,SPDXRef-Package-deb-librpifwcrypto0-47ab2a2fe9fa0dad,true,00af6638d8e125e7417f21812a6bdbeb5f066dd8,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/librpifwcrypto0/copyright, /var/lib/dpkg/info/librpifwcrypto0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
librtmp1,2.4+20151223.gitfa8646d.1-2+b5,arm64,debian-13,rtmpdump@2.4+20151223.gitfa8646d.1-2,pkg:deb/debian/librtmp1@2.4+20151223.gitfa8646d.1-2+b5?arch=arm64&distro=debian-13&upstream=rtmpdump@2.4+20151223.gitfa8646d.1-2,SPDXRef-Package-deb-librtmp1-36e491bf9db14bde,true,3feaba96c470d2c02889586e2d30c026c37e7aed,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/librtmp1/copyright, /var/lib/dpkg/info/librtmp1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsamplerate0,0.2.2-4+b2,arm64,debian-13,libsamplerate@0.2.2-4,pkg:deb/debian/libsamplerate0@0.2.2-4+b2?arch=arm64&distro=debian-13&upstream=libsamplerate@0.2.2-4,SPDXRef-Package-deb-libsamplerate0-3822b7fb8c0aa999,true,80f6adbf4856b7db63a6baea8e4ba6ee0d91028d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsamplerate0/copyright, /var/lib/dpkg/info/libsamplerate0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsasl2-2,2.1.28+dfsg1-9,arm64,debian-13,cyrus-sasl2,pkg:deb/debian/libsasl2-2@2.1.28+dfsg1-9?arch=arm64&distro=debian-13&upstream=cyrus-sasl2,SPDXRef-Package-deb-libsasl2-2-ae7ae85f544ad558,true,a3a3f06d9a6da3f85dca15b503ca221cfdb6cb28,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsasl2-2/copyright, /var/lib/dpkg/info/libsasl2-2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsasl2-modules,2.1.28+dfsg1-9,arm64,debian-13,cyrus-sasl2,pkg:deb/debian/libsasl2-modules@2.1.28+dfsg1-9?arch=arm64&distro=debian-13&upstream=cyrus-sasl2,SPDXRef-Package-deb-libsasl2-modules-c1d3cfe1e14a21d6,true,153b53eafa1e6358ab572d3432c214aa35af8e79,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsasl2-modules/copyright, /var/lib/dpkg/info/libsasl2-modules:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsasl2-modules-db,2.1.28+dfsg1-9,arm64,debian-13,cyrus-sasl2,pkg:deb/debian/libsasl2-modules-db@2.1.28+dfsg1-9?arch=arm64&distro=debian-13&upstream=cyrus-sasl2,SPDXRef-Package-deb-libsasl2-modules-db-7717e61052279a01,true,6c2ee13edf17b2daebb2858f854b68cf1ad61e9b,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsasl2-modules-db/copyright, /var/lib/dpkg/info/libsasl2-modules-db:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libseccomp2,2.6.0-2,arm64,debian-13,libseccomp,pkg:deb/debian/libseccomp2@2.6.0-2?arch=arm64&distro=debian-13&upstream=libseccomp,SPDXRef-Package-deb-libseccomp2-a79d87007746a618,true,f10ef5a8e7b6e95940d849150db0fde1df2cb81e,Person: Kees Cook (kees@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libseccomp2/copyright, /var/lib/dpkg/info/libseccomp2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libselinux1,3.8.1-1,arm64,debian-13,libselinux,pkg:deb/debian/libselinux1@3.8.1-1?arch=arm64&distro=debian-13&upstream=libselinux,SPDXRef-Package-deb-libselinux1-e891578e66ad9021,true,139b7cc4ccc19dc9df0f79eb4b2fa1fe9bfcdf6d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libselinux1/copyright, /var/lib/dpkg/info/libselinux1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsemanage-common,3.8.1-1,all,debian-13,libsemanage,pkg:deb/debian/libsemanage-common@3.8.1-1?arch=all&distro=debian-13&upstream=libsemanage,SPDXRef-Package-deb-libsemanage-common-c638ea9ec05d410a,true,fd0ea9b88babfc94c9da46ceb781b6fb6218117d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsemanage-common/copyright, /var/lib/dpkg/info/libsemanage-common.conffiles, /var/lib/dpkg/info/libsemanage-common.md5sums, /var/lib/dpkg/info/libsemanage-common.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsemanage2,3.8.1-1,arm64,debian-13,libsemanage,pkg:deb/debian/libsemanage2@3.8.1-1?arch=arm64&distro=debian-13&upstream=libsemanage,SPDXRef-Package-deb-libsemanage2-2fe4037cb6389785,true,8ff8821bfd83c31479b75dca4cfca2860d10b804,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsemanage2/copyright, /var/lib/dpkg/info/libsemanage2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsepol2,3.8.1-1,arm64,debian-13,libsepol,pkg:deb/debian/libsepol2@3.8.1-1?arch=arm64&distro=debian-13&upstream=libsepol,SPDXRef-Package-deb-libsepol2-30b4999618778629,true,718099023f4c4b696731f94c6942d8d24ea40099,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsepol2/copyright, /var/lib/dpkg/info/libsepol2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsframe1,2.44-3,arm64,debian-13,binutils,pkg:deb/debian/libsframe1@2.44-3?arch=arm64&distro=debian-13&upstream=binutils,SPDXRef-Package-deb-libsframe1-eb57f5150f60570a,true,217bb46b358ebc7bd2d5d3aabad2dbc2de3573cc,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsframe1/copyright, /var/lib/dpkg/info/libsframe1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsharpyuv0,1.5.0-0.1,arm64,debian-13,libwebp,pkg:deb/debian/libsharpyuv0@1.5.0-0.1?arch=arm64&distro=debian-13&upstream=libwebp,SPDXRef-Package-deb-libsharpyuv0-edbf13a5be1f0cf0,true,39315a5ef7a4ea9d7c80447853ff9b417c3c89ed,Person: Jeff Breidenbach (jab@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsharpyuv0/copyright, /var/lib/dpkg/info/libsharpyuv0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libslang2,2.3.3-5+b2,arm64,debian-13,slang2@2.3.3-5,pkg:deb/debian/libslang2@2.3.3-5+b2?arch=arm64&distro=debian-13&upstream=slang2@2.3.3-5,SPDXRef-Package-deb-libslang2-88a5e612e350890e,true,5e23984a4dc9e4054216b84261eaccaa20c9d7b0,Person: Alastair McKinstry (mckinstry@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libslang2/copyright, /var/lib/dpkg/info/libslang2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsmartcols1,2.41-5,arm64,debian-13,util-linux,pkg:deb/debian/libsmartcols1@2.41-5?arch=arm64&distro=debian-13&upstream=util-linux,SPDXRef-Package-deb-libsmartcols1-92fb21c80f37cd86,true,3456607aada04c74f9e8472c152dac0cdd280bb8,Person: Chris Hofstaedtler (zeha@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsmartcols1/copyright, /var/lib/dpkg/info/libsmartcols1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsource-highlight-common,3.1.9-4.3,all,debian-13,source-highlight,pkg:deb/debian/libsource-highlight-common@3.1.9-4.3?arch=all&distro=debian-13&upstream=source-highlight,SPDXRef-Package-deb-libsource-highlight-common-370b1cab7f19d26e,true,155e991b11c20cc7e3979e0707d5d34ae9775d5e,Person: Kartik Kulkarni (kartik.koolks@gmail.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsource-highlight-common/copyright, /var/lib/dpkg/info/libsource-highlight-common.md5sums, /var/lib/dpkg/info/libsource-highlight-common.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsource-highlight4t64,3.1.9-4.3+b1,arm64,debian-13,source-highlight@3.1.9-4.3,pkg:deb/debian/libsource-highlight4t64@3.1.9-4.3+b1?arch=arm64&distro=debian-13&upstream=source-highlight@3.1.9-4.3,SPDXRef-Package-deb-libsource-highlight4t64-1b3965f259182aa8,true,fb67b14125fcfd671814c21f96df6695d2f4abde,Person: Kartik Kulkarni (kartik.koolks@gmail.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsource-highlight4t64/copyright, /var/lib/dpkg/info/libsource-highlight4t64:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libsqlite3-0,3.46.1-7+deb13u1,arm64,debian-13,sqlite3,pkg:deb/debian/libsqlite3-0@3.46.1-7+deb13u1?arch=arm64&distro=debian-13&upstream=sqlite3,SPDXRef-Package-deb-libsqlite3-0-9f6b91e17f2f8e97,true,94e9799abbd0db72923d5937d5c9b55dd72c7d2d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libsqlite3-0/copyright, /var/lib/dpkg/info/libsqlite3-0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
