fastener_id,joint_id,candidate,quantity,torque_nm,released,warning
F-J-MF-TRL-X-01,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-02,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-03,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-04,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-05,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-06,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-07,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-X-08,J-MF-TRL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-01,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-02,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-03,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-04,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-05,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-06,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-07,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRL-Y-08,J-MF-TRL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-01,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-02,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-03,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-04,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-05,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-06,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-07,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-X-08,J-MF-TRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-01,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-02,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-03,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-04,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-05,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-06,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-07,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TRR-Y-08,J-MF-TRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-01,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-02,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-03,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-04,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-05,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-06,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-07,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-L-08,J-TETHER-L,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-01,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-02,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-03,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-04,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-05,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-06,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-07,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-TETHER-R-08,J-TETHER-R,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,SELECTION/PROCEDURE REQUIRED,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-DR-L-OB,J-DR-L-OB,80/20 40-3897 M8 anchor assembly,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
