wire_number,sheet,reference,terminal,pin_name,net
W10019,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,4,DATA-,RS-RARM_DN
W10020,10_right_arm_rs485.kicad_sch,PBR_R_ELBOW_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W10021,10_right_arm_rs485.kicad_sch,PBR_R_ELBOW_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W10022,10_right_arm_rs485.kicad_sch,PBR_R_ELBOW_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,R_ELBOW_PITCH_VDD
W10023,10_right_arm_rs485.kicad_sch,PBR_R_ELBOW_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RARM_RET
W10024,10_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,2,VDD,R_ELBOW_PITCH_VDD
W10025,10_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,1,GND,RS-RARM_RET
W10026,10_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,3,DATA+,RS-RARM_DP
W10027,10_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,4,DATA-,RS-RARM_DN
W11001,11_waist_rs485.kicad_sch,PORT_RS_WAIST,LOG-RET,DATA REFERENCE,RS-WAIST_RET
W11002,11_waist_rs485.kicad_sch,PORT_RS_WAIST,LOG-DP,DATA+,RS-WAIST_DP
W11003,11_waist_rs485.kicad_sch,PORT_RS_WAIST,LOG-DN,DATA-,RS-WAIST_DN
W11004,11_waist_rs485.kicad_sch,PBR_WAIST_YAW,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W11005,11_waist_rs485.kicad_sch,PBR_WAIST_YAW,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W11006,11_waist_rs485.kicad_sch,PBR_WAIST_YAW,LOG-OUT,PROTECTED ACTUATOR VDD,WAIST_YAW_VDD
W11007,11_waist_rs485.kicad_sch,PBR_WAIST_YAW,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-WAIST_RET
W11008,11_waist_rs485.kicad_sch,AX_WAIST_YAW,2,VDD,WAIST_YAW_VDD
W11009,11_waist_rs485.kicad_sch,AX_WAIST_YAW,1,GND,RS-WAIST_RET
W11010,11_waist_rs485.kicad_sch,AX_WAIST_YAW,3,DATA+,RS-WAIST_DP
W11011,11_waist_rs485.kicad_sch,AX_WAIST_YAW,4,DATA-,RS-WAIST_DN
W12001,12_left_distal_ttl.kicad_sch,PORT_TTL_LDIST,LOG-RET,DATA REFERENCE,TTL-LDIST_RET
W12002,12_left_distal_ttl.kicad_sch,PORT_TTL_LDIST,LOG-DATA,HALF-DUPLEX DATA,TTL-LDIST_DATA
W12003,12_left_distal_ttl.kicad_sch,PBR_L_WRIST_ROTATION,LOG-IN,INTERRUPTED SOURCE,TTL_LDIST_SAFE_9V
W12004,12_left_distal_ttl.kicad_sch,PBR_L_WRIST_ROTATION,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W12005,12_left_distal_ttl.kicad_sch,PBR_L_WRIST_ROTATION,LOG-OUT,PROTECTED ACTUATOR VDD,L_WRIST_ROTATION_VDD
W12006,12_left_distal_ttl.kicad_sch,PBR_L_WRIST_ROTATION,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,TTL-LDIST_RET
W12007,12_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,2,VDD,L_WRIST_ROTATION_VDD
W12008,12_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,1,GND,TTL-LDIST_RET
W12009,12_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,3,DATA,TTL-LDIST_DATA
W12010,12_left_distal_ttl.kicad_sch,PBR_L_GRIPPER,LOG-IN,INTERRUPTED SOURCE,TTL_LDIST_SAFE_9V
W12011,12_left_distal_ttl.kicad_sch,PBR_L_GRIPPER,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W12012,12_left_distal_ttl.kicad_sch,PBR_L_GRIPPER,LOG-OUT,PROTECTED ACTUATOR VDD,L_GRIPPER_VDD
W12013,12_left_distal_ttl.kicad_sch,PBR_L_GRIPPER,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,TTL-LDIST_RET
W12014,12_left_distal_ttl.kicad_sch,AX_L_GRIPPER,2,VDD,L_GRIPPER_VDD
W12015,12_left_distal_ttl.kicad_sch,AX_L_GRIPPER,1,GND,TTL-LDIST_RET
W12016,12_left_distal_ttl.kicad_sch,AX_L_GRIPPER,3,DATA,TTL-LDIST_DATA
W13001,13_right_distal_ttl.kicad_sch,PORT_TTL_RDIST,LOG-RET,DATA REFERENCE,TTL-RDIST_RET
W13002,13_right_distal_ttl.kicad_sch,PORT_TTL_RDIST,LOG-DATA,HALF-DUPLEX DATA,TTL-RDIST_DATA
W13003,13_right_distal_ttl.kicad_sch,PBR_R_WRIST_ROTATION,LOG-IN,INTERRUPTED SOURCE,TTL_RDIST_SAFE_9V
W13004,13_right_distal_ttl.kicad_sch,PBR_R_WRIST_ROTATION,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W13005,13_right_distal_ttl.kicad_sch,PBR_R_WRIST_ROTATION,LOG-OUT,PROTECTED ACTUATOR VDD,R_WRIST_ROTATION_VDD
W13006,13_right_distal_ttl.kicad_sch,PBR_R_WRIST_ROTATION,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,TTL-RDIST_RET
W13007,13_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,2,VDD,R_WRIST_ROTATION_VDD
W13008,13_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,1,GND,TTL-RDIST_RET
W13009,13_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,3,DATA,TTL-RDIST_DATA
W13010,13_right_distal_ttl.kicad_sch,PBR_R_GRIPPER,LOG-IN,INTERRUPTED SOURCE,TTL_RDIST_SAFE_9V
W13011,13_right_distal_ttl.kicad_sch,PBR_R_GRIPPER,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W13012,13_right_distal_ttl.kicad_sch,PBR_R_GRIPPER,LOG-OUT,PROTECTED ACTUATOR VDD,R_GRIPPER_VDD
W13013,13_right_distal_ttl.kicad_sch,PBR_R_GRIPPER,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,TTL-RDIST_RET
W13014,13_right_distal_ttl.kicad_sch,AX_R_GRIPPER,2,VDD,R_GRIPPER_VDD
W13015,13_right_distal_ttl.kicad_sch,AX_R_GRIPPER,1,GND,TTL-RDIST_RET
W13016,13_right_distal_ttl.kicad_sch,AX_R_GRIPPER,3,DATA,TTL-RDIST_DATA
W14001,14_head_ttl_sensors_hmi.kicad_sch,PORT_TTL_HEAD,LOG-RET,DATA REFERENCE,TTL-HEAD_RET
W14002,14_head_ttl_sensors_hmi.kicad_sch,PORT_TTL_HEAD,LOG-DATA,HALF-DUPLEX DATA,TTL-HEAD_DATA
W14003,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_PAN,LOG-IN,INTERRUPTED SOURCE,TTL_HEAD_SAFE_9V
W14004,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_PAN,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W14005,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_PAN,LOG-OUT,PROTECTED ACTUATOR VDD,HEAD_PAN_VDD
W14006,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_PAN,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,TTL-HEAD_RET
W14007,14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,2,VDD,HEAD_PAN_VDD
W14008,14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,1,GND,TTL-HEAD_RET
W14009,14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,3,DATA,TTL-HEAD_DATA
W14010,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_TILT,LOG-IN,INTERRUPTED SOURCE,TTL_HEAD_SAFE_9V
W14011,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_TILT,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W14012,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_TILT,LOG-OUT,PROTECTED ACTUATOR VDD,HEAD_TILT_VDD
W14013,14_head_ttl_sensors_hmi.kicad_sch,PBR_HEAD_TILT,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,TTL-HEAD_RET
W14014,14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,2,VDD,HEAD_TILT_VDD
W14015,14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,1,GND,TTL-HEAD_RET
W14016,14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,3,DATA,TTL-HEAD_DATA
W14017,14_head_ttl_sensors_hmi.kicad_sch,HPWR1,LOG-IN,AUXILIARY 5 V INPUT,AUX_5V_SAFE
W14018,14_head_ttl_sensors_hmi.kicad_sch,HPWR1,LOG-RET-IN,AUXILIARY RETURN,AUX_0V
W14019,14_head_ttl_sensors_hmi.kicad_sch,HPWR1,LOG-OUT,HEAD 5 V,HEAD_5V
W14020,14_head_ttl_sensors_hmi.kicad_sch,HPWR1,LOG-RET-OUT,HEAD RETURN,HEAD_0V
W14021,14_head_ttl_sensors_hmi.kicad_sch,CAM1,LOG-5V,5 V POWER,HEAD_5V
W14022,14_head_ttl_sensors_hmi.kicad_sch,CAM1,LOG-RET,RETURN,HEAD_0V
W14023,14_head_ttl_sensors_hmi.kicad_sch,CAM1,LOG-IPC,VISION IPC,HEAD_CAM_L_IPC
W14024,14_head_ttl_sensors_hmi.kicad_sch,CAM2,LOG-5V,5 V POWER,HEAD_5V
W14025,14_head_ttl_sensors_hmi.kicad_sch,CAM2,LOG-RET,RETURN,HEAD_0V
W14026,14_head_ttl_sensors_hmi.kicad_sch,CAM2,LOG-IPC,VISION IPC,HEAD_CAM_R_IPC
W14027,14_head_ttl_sensors_hmi.kicad_sch,DISP1,LOG-5V,5 V POWER,HEAD_5V
W14028,14_head_ttl_sensors_hmi.kicad_sch,DISP1,LOG-RET,RETURN,HEAD_0V
W14029,14_head_ttl_sensors_hmi.kicad_sch,DISP1,LOG-IPC,DISPLAY IPC,HEAD_DISPLAY_IPC
W14030,14_head_ttl_sensors_hmi.kicad_sch,DISP1,LOG-TOUCH,TOUCH IPC,HEAD_TOUCH_IPC
W14031,14_head_ttl_sensors_hmi.kicad_sch,MIC1,LOG-5V,5 V POWER,HEAD_5V
W14032,14_head_ttl_sensors_hmi.kicad_sch,MIC1,LOG-RET,RETURN,HEAD_0V
W14033,14_head_ttl_sensors_hmi.kicad_sch,MIC1,LOG-IPC,AUDIO INPUT IPC,HEAD_MIC_IPC
W14034,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-5V,5 V POWER,HEAD_5V
W14035,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-RET,RETURN,HEAD_0V
W14036,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-IN,AUDIO INPUT IPC,HEAD_AUDIO_IPC
W14037,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-LP,LEFT SPEAKER +,SPK_L_POS
W14038,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-LN,LEFT SPEAKER -,SPK_L_NEG
W14039,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-RP,RIGHT SPEAKER +,SPK_R_POS
W14040,14_head_ttl_sensors_hmi.kicad_sch,AMP1,LOG-RN,RIGHT SPEAKER -,SPK_R_NEG
W14041,14_head_ttl_sensors_hmi.kicad_sch,SPK1,LOG-P,SPEAKER +,SPK_L_POS
W14042,14_head_ttl_sensors_hmi.kicad_sch,SPK1,LOG-N,SPEAKER -,SPK_L_NEG
W14043,14_head_ttl_sensors_hmi.kicad_sch,SPK2,LOG-P,SPEAKER +,SPK_R_POS
W14044,14_head_ttl_sensors_hmi.kicad_sch,SPK2,LOG-N,SPEAKER -,SPK_R_NEG
W14045,14_head_ttl_sensors_hmi.kicad_sch,FAN1,LOG-5V,5 V POWER,HEAD_5V
W14046,14_head_ttl_sensors_hmi.kicad_sch,FAN1,LOG-RET,RETURN,HEAD_0V
W14047,14_head_ttl_sensors_hmi.kicad_sch,FAN1,LOG-PWM,PWM,HEAD_FAN_PWM
W14048,14_head_ttl_sensors_hmi.kicad_sch,FAN1,LOG-TACH,TACHOMETER,HEAD_FAN_TACH
W15001,15_pelvis_aux_imu.kicad_sch,AUXD1,LOG-IN,CONTROLLED 12 V INPUT,ACT_MAIN_SAFE_12V
W15002,15_pelvis_aux_imu.kicad_sch,AUXD1,LOG-RET-IN,CONTROLLED RETURN,ACT_0V_CONTROLLED
W15003,15_pelvis_aux_imu.kicad_sch,AUXD1,LOG-OUT,AUXILIARY 5 V,AUX_5V_SAFE
W15004,15_pelvis_aux_imu.kicad_sch,AUXD1,LOG-RET-OUT,AUXILIARY RETURN,AUX_0V
W15005,15_pelvis_aux_imu.kicad_sch,IMU1,LOG-5V,5 V POWER,AUX_5V_SAFE
W15006,15_pelvis_aux_imu.kicad_sch,IMU1,LOG-RET,RETURN,AUX_0V
W15007,15_pelvis_aux_imu.kicad_sch,IMU1,LOG-DATA,DETERMINISTIC SENSOR DATA,PELVIS_IMU_DATA
W15008,15_pelvis_aux_imu.kicad_sch,IMU1,LOG-INT,DATA READY / FAULT,PELVIS_IMU_INT
W15009,15_pelvis_aux_imu.kicad_sch,MCU_AUX,LOG-IMU,PELVIS IMU DATA,PELVIS_IMU_DATA
W15010,15_pelvis_aux_imu.kicad_sch,MCU_AUX,LOG-IMU-INT,PELVIS IMU INTERRUPT,PELVIS_IMU_INT
W15011,15_pelvis_aux_imu.kicad_sch,MCU_AUX,LOG-LFOOT,LEFT FOOT SENSOR DATA,L_FOOT_SENSOR_DATA
W15012,15_pelvis_aux_imu.kicad_sch,MCU_AUX,LOG-RFOOT,RIGHT FOOT SENSOR DATA,R_FOOT_SENSOR_DATA
W16001,16_left_foot_load_sensing.kicad_sch,LOAD_L_FL,LOG-EXC-P,EXCITATION +,L_FOOT_EXC_P
W16002,16_left_foot_load_sensing.kicad_sch,LOAD_L_FL,LOG-EXC-N,EXCITATION -,L_FOOT_EXC_N
W16003,16_left_foot_load_sensing.kicad_sch,LOAD_L_FL,LOG-SIG-P,SIGNAL +,L_FOOT_FL_SIG_P
W16004,16_left_foot_load_sensing.kicad_sch,LOAD_L_FL,LOG-SIG-N,SIGNAL -,L_FOOT_FL_SIG_N
W16005,16_left_foot_load_sensing.kicad_sch,LOAD_L_FR,LOG-EXC-P,EXCITATION +,L_FOOT_EXC_P
W16006,16_left_foot_load_sensing.kicad_sch,LOAD_L_FR,LOG-EXC-N,EXCITATION -,L_FOOT_EXC_N
W16007,16_left_foot_load_sensing.kicad_sch,LOAD_L_FR,LOG-SIG-P,SIGNAL +,L_FOOT_FR_SIG_P
W16008,16_left_foot_load_sensing.kicad_sch,LOAD_L_FR,LOG-SIG-N,SIGNAL -,L_FOOT_FR_SIG_N
W16009,16_left_foot_load_sensing.kicad_sch,LOAD_L_RL,LOG-EXC-P,EXCITATION +,L_FOOT_EXC_P
W16010,16_left_foot_load_sensing.kicad_sch,LOAD_L_RL,LOG-EXC-N,EXCITATION -,L_FOOT_EXC_N
W16011,16_left_foot_load_sensing.kicad_sch,LOAD_L_RL,LOG-SIG-P,SIGNAL +,L_FOOT_RL_SIG_P
W16012,16_left_foot_load_sensing.kicad_sch,LOAD_L_RL,LOG-SIG-N,SIGNAL -,L_FOOT_RL_SIG_N
W16013,16_left_foot_load_sensing.kicad_sch,LOAD_L_RR,LOG-EXC-P,EXCITATION +,L_FOOT_EXC_P
W16014,16_left_foot_load_sensing.kicad_sch,LOAD_L_RR,LOG-EXC-N,EXCITATION -,L_FOOT_EXC_N
W16015,16_left_foot_load_sensing.kicad_sch,LOAD_L_RR,LOG-SIG-P,SIGNAL +,L_FOOT_RR_SIG_P
W16016,16_left_foot_load_sensing.kicad_sch,LOAD_L_RR,LOG-SIG-N,SIGNAL -,L_FOOT_RR_SIG_N
W16017,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-5V,5 V POWER,AUX_5V_SAFE
W16018,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-RET,RETURN,AUX_0V
W16019,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-FL-P,FL SIGNAL +,L_FOOT_FL_SIG_P
W16020,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-FL-N,FL SIGNAL -,L_FOOT_FL_SIG_N
W16021,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-FR-P,FR SIGNAL +,L_FOOT_FR_SIG_P
W16022,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-FR-N,FR SIGNAL -,L_FOOT_FR_SIG_N
W16023,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-RL-P,RL SIGNAL +,L_FOOT_RL_SIG_P
W16024,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-RL-N,RL SIGNAL -,L_FOOT_RL_SIG_N
W16025,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-RR-P,RR SIGNAL +,L_FOOT_RR_SIG_P
W16026,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-RR-N,RR SIGNAL -,L_FOOT_RR_SIG_N
W16027,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-EXC-P,EXCITATION +,L_FOOT_EXC_P
W16028,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-EXC-N,EXCITATION -,L_FOOT_EXC_N
W16029,16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LOG-DATA,UPSTREAM SENSOR DATA,L_FOOT_SENSOR_DATA
W17001,17_right_foot_load_sensing.kicad_sch,LOAD_R_FL,LOG-EXC-P,EXCITATION +,R_FOOT_EXC_P
W17002,17_right_foot_load_sensing.kicad_sch,LOAD_R_FL,LOG-EXC-N,EXCITATION -,R_FOOT_EXC_N
W17003,17_right_foot_load_sensing.kicad_sch,LOAD_R_FL,LOG-SIG-P,SIGNAL +,R_FOOT_FL_SIG_P
W17004,17_right_foot_load_sensing.kicad_sch,LOAD_R_FL,LOG-SIG-N,SIGNAL -,R_FOOT_FL_SIG_N
W17005,17_right_foot_load_sensing.kicad_sch,LOAD_R_FR,LOG-EXC-P,EXCITATION +,R_FOOT_EXC_P
W17006,17_right_foot_load_sensing.kicad_sch,LOAD_R_FR,LOG-EXC-N,EXCITATION -,R_FOOT_EXC_N
W17007,17_right_foot_load_sensing.kicad_sch,LOAD_R_FR,LOG-SIG-P,SIGNAL +,R_FOOT_FR_SIG_P
W17008,17_right_foot_load_sensing.kicad_sch,LOAD_R_FR,LOG-SIG-N,SIGNAL -,R_FOOT_FR_SIG_N
W17009,17_right_foot_load_sensing.kicad_sch,LOAD_R_RL,LOG-EXC-P,EXCITATION +,R_FOOT_EXC_P
W17010,17_right_foot_load_sensing.kicad_sch,LOAD_R_RL,LOG-EXC-N,EXCITATION -,R_FOOT_EXC_N
W17011,17_right_foot_load_sensing.kicad_sch,LOAD_R_RL,LOG-SIG-P,SIGNAL +,R_FOOT_RL_SIG_P
W17012,17_right_foot_load_sensing.kicad_sch,LOAD_R_RL,LOG-SIG-N,SIGNAL -,R_FOOT_RL_SIG_N
W17013,17_right_foot_load_sensing.kicad_sch,LOAD_R_RR,LOG-EXC-P,EXCITATION +,R_FOOT_EXC_P
W17014,17_right_foot_load_sensing.kicad_sch,LOAD_R_RR,LOG-EXC-N,EXCITATION -,R_FOOT_EXC_N
W17015,17_right_foot_load_sensing.kicad_sch,LOAD_R_RR,LOG-SIG-P,SIGNAL +,R_FOOT_RR_SIG_P
W17016,17_right_foot_load_sensing.kicad_sch,LOAD_R_RR,LOG-SIG-N,SIGNAL -,R_FOOT_RR_SIG_N
W17017,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-5V,5 V POWER,AUX_5V_SAFE
W17018,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-RET,RETURN,AUX_0V
W17019,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-FL-P,FL SIGNAL +,R_FOOT_FL_SIG_P
W17020,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-FL-N,FL SIGNAL -,R_FOOT_FL_SIG_N
W17021,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-FR-P,FR SIGNAL +,R_FOOT_FR_SIG_P
W17022,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-FR-N,FR SIGNAL -,R_FOOT_FR_SIG_N
W17023,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-RL-P,RL SIGNAL +,R_FOOT_RL_SIG_P
W17024,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-RL-N,RL SIGNAL -,R_FOOT_RL_SIG_N
W17025,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-RR-P,RR SIGNAL +,R_FOOT_RR_SIG_P
W17026,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-RR-N,RR SIGNAL -,R_FOOT_RR_SIG_N
W17027,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-EXC-P,EXCITATION +,R_FOOT_EXC_P
W17028,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-EXC-N,EXCITATION -,R_FOOT_EXC_N
W17029,17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,LOG-DATA,UPSTREAM SENSOR DATA,R_FOOT_SENSOR_DATA
W18001,18_onboard_later_energy_evaluation.kicad_sch,BATT_LATER,LOG-POS,LATER PACK POSITIVE,ONBOARD_LATER_POS
W18002,18_onboard_later_energy_evaluation.kicad_sch,BATT_LATER,LOG-NEG,LATER PACK RETURN,ONBOARD_LATER_RET
W18003,18_onboard_later_energy_evaluation.kicad_sch,SD_LATER,LOG-IN,LATER PACK POSITIVE,ONBOARD_LATER_POS
W18004,18_onboard_later_energy_evaluation.kicad_sch,SD_LATER,LOG-OUT,LATER DISCONNECTED OUTPUT,ONBOARD_LATER_SD_POS
W18005,18_onboard_later_energy_evaluation.kicad_sch,PRE_LATER,LOG-IN,LATER DISCONNECT OUTPUT,ONBOARD_LATER_SD_POS
W18006,18_onboard_later_energy_evaluation.kicad_sch,PRE_LATER,LOG-RET,LATER PACK RETURN,ONBOARD_LATER_RET
W18007,18_onboard_later_energy_evaluation.kicad_sch,PRE_LATER,LOG-CMD,PRECHARGE REQUEST,PRECHARGE_REQUEST
W18008,18_onboard_later_energy_evaluation.kicad_sch,PRE_LATER,LOG-OK,PRECHARGE STATUS,PRECHARGE_STATUS
W18009,18_onboard_later_energy_evaluation.kicad_sch,CHG_LATER,LOG-INT,CHARGER PRESENT INHIBIT,CHARGER_INTERLOCK
