occ_face_tag_diagnostic_only,face_signature_sha256,geometry_type,bbox_mm_json,exact_occ_area_mm2,mapped_quadratic_facets,mesh_quadratic_area_mm2,absolute_area_error_mm2,relative_area_error,maximum_six_node_deviation_mm,maximum_q8_surface_deviation_mm,rms_q8_surface_deviation_mm,area_within_0p25_percent,surface_deviation_within_0p005_mm,warning
98,39d7ab09fd05093554dddd089ddac6689d56e900369c82c4b60c5f0fd3398219,Plane,"[11.9999999,-15.8750001,-18.0000001,12.0000001,-1.9999999,15.0000001]",457.875,224,457.875,0.0,0.0,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
99,38c2f881b61aaa459c67c937540dcf38e49977a7f155bda442d0468969cfc9a0,Sphere,"[11.9999999,-2.0000001,-20.0000001,14.0000001,1e-07,-17.9999999]",6.283185307,6,6.255891613617859,0.02729369338214127,0.004343926217126493,1.831026719408895e-15,0.012211784454219395,0.00393889748492241,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
100,2cf2d9707d3a0a0d889e4017df764efaafb2fb0eed1a3b4731666e9da804be19,Plane,"[11.9999999,-15.8750001,-20.0000001,54.0000001,-15.8749999,22.0000001]",1608.092037938,1277,1608.082844909508,0.009193028492063604,5.716730308453925e-06,0.0,3.552713678800501e-15,2.082963028648268e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
101,92235430b1a0b984ad4d07fd09be3f9319ee5e82a1662066f9ea65bc54e87db2,Plane,"[13.9999999,-15.8750001,-20.0000001,52.0000001,-1.9999999,-19.9999999]",527.25,162,527.25,0.0,0.0,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
102,0a6e0998123ea8c12669e829b9aea9ec1e869f10a964f8eb6ba09eaa003b437a,Sphere,"[51.9999999,-2.0000001,-20.0000001,54.0000001,1e-07,-17.9999999]",6.283185307,6,6.255891613617864,0.027293693382135942,0.004343926217125644,3.722145839155691e-15,0.012211784454223277,0.00393889748492439,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
103,31ddb6aedeaf2118e41d2c93f19f1c08961450e5271dca9f1c94b03c4550ea09,Plane,"[53.9999999,-15.8750001,-18.0000001,54.0000001,-1.9999999,20.0000001]",527.25,162,527.25,0.0,0.0,0.0,1.4210854715202004e-14,7.105427357601002e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
104,ea76d29e0d7f106e65bd8d0c0ad08fa93a8c80d834ed89f42758a825a07bc42e,Sphere,"[51.9999999,-2.0000001,19.9999999,54.0000001,1e-07,22.0000001]",6.283185307,6,6.255891613617863,0.02729369338213683,0.004343926217125786,1.7763568394002505e-15,0.012211784454222363,0.00393889748492346,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
105,353aa285aefd4893c19ca03d8d52284d46f07716e82ee3a7063ad137e02c7df4,Plane,"[35.9999999,-15.8750001,21.9999999,52.0000001,-1.9999999,22.0000001]",222.0,78,221.99999999999997,2.842170943040401e-14,1.28025718154973e-16,0.0,7.105427357601002e-15,3.66205343881779e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
106,ebed52abf2cace47e860ef64e4ea860b6621c6721ae37499d5bf5c008ecbd67e,Sphere,"[33.9999999,-2.0000001,19.9999999,36.0000001,1e-07,22.0000001]",6.283185307,6,6.255891613617845,0.02729369338215548,0.004343926217128755,3.722145839155691e-15,0.012211784454215328,0.00393889748492227,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
107,9dab40a7ecd20daa3a43cbaf5dcba7ae51c8552c2d12ae6800803a1d87746a54,Plane,"[33.9999999,-15.8750001,18.9999999,34.0000001,-1.9999999,20.0000001]",13.875,10,13.874999999999991,8.881784197001252e-15,6.40128590774865e-16,0.0,1.4210854715202004e-14,5.617333549722722e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108,bbb0d8f5b3ae203acc9d74a941cd72f2015780e6c73a7c86283bae1c25a3b142,Cylinder,"[31.9999999,-15.8750001,16.9999999,34.0000001,-1.9999999,19.0000001]",43.589598069,22,43.57309283849006,0.01650523050993513,0.0003786506699100147,3.552713678800501e-15,0.0015859483885666853,0.0009200253227059404,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109,c67b684f1879d5efe6583a2c4df27ab2bb1fb94c609f2a9030acb3f3062ce19e,Plane,"[-50.2000001,8.0049999,-19.2000001,-48.1999999,8.0050001,-17.1999999]",3.141592654,2,3.1391475703122236,0.002445083687776517,0.0007782943102643622,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110,f4591808100b0fad0e9b0882f3ee9ac3e2837675dd6a21962aa4802d2964b9aa,Plane,"[-50.2000001,8.0049999,-17.2000001,-48.1999999,8.0050001,19.2000001]",66.516814693,34,66.51959596154036,0.0027812685403603155,4.1813014546726434e-05,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111,36a8e3cfba6d92cfa7aa8c0f51f3d9a2a4b910a2983acc0a167a83b848e74376,Plane,"[-50.2000001,8.0049999,19.1999999,-48.1999999,8.0050001,21.2000001]",3.141592654,29,3.141576082726901,1.6571273099064143e-05,5.274800053394874e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
112,ec9ad3c017528617d54a0be211f07ceb4b53fa0f6e88b7476fffa6bf3103eae8,Plane,"[-48.2000001,8.0049999,19.1999999,-39.7999999,8.0050001,21.2000001]",10.516814693,18,10.519742359848173,0.002927666848172805,0.00027837961717833273,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
113,0b5d507f40c029cebd606d504978ca1cf008baf013e23c95b196e293df67811d,Plane,"[-39.8000001,8.0049999,19.1999999,-37.7999999,8.0050001,21.2000001]",3.141592654,2,3.1391475703122222,0.0024450836877778492,0.0007782943102647862,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
114,bdc279be48bc90e7c98dd9cf25ddca39ec5b0c193fedd53637bb0c2b83ab41b6,Plane,"[-39.8000001,8.0049999,-17.2000001,-37.7999999,8.0050001,19.2000001]",66.516814693,44,66.52170485937549,0.004890166375489002,7.351774732537856e-05,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
115,d07485a55465da9d74db76026814e3bda130ecd6b3b00dacb948d1c14ac8805e,Plane,"[-39.8000001,8.0049999,-19.2000001,-37.7999999,8.0050001,-17.1999999]",3.141592654,2,3.1391475703122222,0.0024450836877778492,0.0007782943102647862,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
116,e7035f3afcd51ece8e255dd281a97f969cb0b3c244562503ea44595072cbb882,Plane,"[-48.2000001,8.0049999,-19.2000001,-39.7999999,8.0050001,-17.1999999]",10.516814693,15,10.521704859375562,0.004890166375561833,0.0004649855035305254,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
117,a500fc13262073c7235120a7775e2b093f1e222fd8fd97fce987c70eddac3107,Plane,"[39.7999999,8.0049999,-19.2000001,41.8000001,8.0050001,-17.1999999]",3.141592654,37,3.1415760827138066,1.6571286193478585e-05,5.274804221476444e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
118,dafa4021e7065876bc289b02bc883540cae61058b53a6f61e5dfad1b8ca8c4a0,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,-15.1999999]",3.141592654,37,3.141576082714961,1.657128503929073e-05,5.274803854087038e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
119,b2d77dcea61c9a18f81e254020b98efa13b5262a7f64e4118a9748d92cef3573,Plane,"[39.7999999,8.0049999,-17.2000001,48.2000001,8.0050001,19.2000001]",293.193629386,2840,293.1936956691202,6.628312019074656e-05,2.2607285270677706e-07,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
120,cf14eb876335aff59ba8b6c585b3bb64c6f2581ef36a3fa10ca28301fc9d985a,Plane,"[37.7999999,8.0049999,17.1999999,39.8000001,8.0050001,19.2000001]",3.141592654,37,3.141576082727164,1.657127283616333e-05,5.274799969710946e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
121,3fe32155b15b3601d6bb799f0f91816a2faf93434c9f4af60f67d9ab9cc683ac,Plane,"[39.7999999,8.0049999,19.1999999,41.8000001,8.0050001,21.2000001]",3.141592654,37,3.141576082727337,1.657127266296854e-05,5.274799914581332e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
122,02b15854398bdf5165d7d1f8038fd26b635fd5282d1f52067a58fd2a7748b8ab,Plane,"[46.1999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]",3.141592654,37,3.1415760827161834,1.6571283816713134e-05,5.274803464928504e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
123,ca0ab09a7a91c777148c1abe26faf216e609233465cabe397cf39f09bc80752e,Plane,"[48.1999999,8.0049999,17.1999999,50.2000001,8.0050001,19.2000001]",3.141592654,37,3.1415760827167505,1.6571283249611213e-05,5.274803284414355e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
124,e7d15423fc25a486e32bda5b6d592ca58a512e543f3730f031fae82b09b69063,Plane,"[48.1999999,8.0049999,-17.2000001,50.2000001,8.0050001,-15.1999999]",3.141592654,37,3.1415760827273322,1.657127266785352e-05,5.27479991613627e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
125,b8d3b60962c5388d82836224b8d3d8783c80321e12a2ffdec405fda93a8f3e3f,Plane,"[46.1999999,8.0049999,-19.2000001,48.2000001,8.0050001,-17.1999999]",3.141592654,37,3.1415760827271577,1.657127284238058e-05,5.274799971689958e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
126,faba0016d0657bac570d12de15553d13c4090737781862f8d4a66c2458251282,Cylinder,"[-36.0000001,-15.8750001,19.9999999,-33.9999999,-1.9999999,22.0000001]",43.589598069,22,43.573072187796754,0.016525881203243387,0.00037912442269102373,3.552713678800501e-15,0.0015859483885666853,0.0009215618247163734,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
127,025b799782711e202ce68701bf9fc3e2b83c9ca7bbc74799a1ecf258b8b33ace,Cylinder,"[-54.0000001,-15.8750001,19.9999999,-51.9999999,-1.9999999,22.0000001]",43.589598069,22,43.57307218779676,0.01652588120323628,0.0003791244226908607,3.552713678800501e-15,0.0015859483885737196,0.0009215618247168775,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
128,a75942e5ad466b36221f7c11161f4fabefb9160e3093e1335d0206f408b3f347,Cylinder,"[-54.0000001,-15.8750001,-20.0000001,-51.9999999,-1.9999999,-17.9999999]",43.589598069,22,43.57309283849006,0.01650523050993513,0.0003786506699100147,3.552713678800501e-15,0.001585948388567187,0.0009200253227071597,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
129,750c99907b7f4e6d04b4bae149091470b170f7c88f6cefaaa4c3960ed2dd6d29,Cylinder,"[-14.0000001,-15.8750001,-20.0000001,-11.9999999,-1.9999999,-17.9999999]",43.589598069,22,43.57304613443969,0.01655193456030446,0.0003797221193483738,1.7763568394002505e-15,0.0015859483885646377,0.0009234487321096206,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
130,f86c6d8030ee8af80ba5de62f0e91ea553a21f2f7fabcc45abb82d0ef3218b02,Cylinder,"[-14.0000001,-15.8750001,14.9999999,-11.9999999,-1.9999999,17.0000001]",43.589598069,22,43.573072187796754,0.016525881203243387,0.00037912442269102373,1.7763568394002505e-15,0.001585948388563419,0.0009215618247165924,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
131,3172c853a967d4ebbd0510239083436ae1dcae458c09d941e1020a675568ac3e,Cylinder,"[11.9999999,-15.8750001,14.9999999,14.0000001,-1.9999999,17.0000001]",43.589598069,22,43.573093189290304,0.016504879709692943,0.00037864262211288584,1.7763568394002505e-15,0.0015859483885631682,0.0009199992588572135,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
132,70cc2d26408ecb7d5a0f817588d121fb9b0e2f9592f527a2d4b61f971ca145ff,Cylinder,"[11.9999999,-15.8750001,-20.0000001,14.0000001,-1.9999999,-17.9999999]",43.589598069,22,43.573092838490055,0.016505230509942237,0.0003786506699101777,1.7763568394002505e-15,0.001585948388566936,0.0009200253227065185,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
133,1e3610bfdd3ee29cbf55a2c9c757cdb86aa5679327fa02bc043b0d76ce1c27ed,Cylinder,"[51.9999999,-15.8750001,-20.0000001,54.0000001,-1.9999999,-17.9999999]",43.589598069,22,43.57309318929037,0.016504879709628995,0.00037864262211141875,3.552713678800501e-15,0.0015859483885737196,0.0009199992588578045,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
134,4bcd09e6e985afd00a94c8078218c7fb6981db1ad37b047863aeabb35a187a16,Cylinder,"[51.9999999,-15.8750001,19.9999999,54.0000001,-1.9999999,22.0000001]",43.589598069,22,43.57307218779681,0.016525881203186543,0.00037912442268971965,3.552713678800501e-15,0.0015859483885812555,0.0009215618247170762,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
135,6c5e98b22d46ff925bb4e6f085e609bc4f81599b0fd4867f0f4bf5915682a5f8,Cylinder,"[33.9999999,-15.8750001,19.9999999,36.0000001,-1.9999999,22.0000001]",43.589598069,22,43.57304613443971,0.01655193456029025,0.00037972211934804776,3.552713678800501e-15,0.0015859483885596513,0.0009234487321091827,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
136,165f93bed2370a24fb03c103fa478633195e048d15184cbbabfb5f6d139a019c,Plane,"[-48.2000001,8.0049999,-19.2000001,-46.1999999,8.0050001,-17.1999999]",3.141592654,2,3.1391475703122254,0.0024450836877747406,0.0007782943102637967,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
137,fa5fe6d7f09858c13ef11324e85e1ed88c550b59378ab94b659457b4a980eaa3,Plane,"[-50.2000001,8.0049999,-17.2000001,-48.1999999,8.0050001,-15.1999999]",3.141592654,2,3.139147570312213,0.002445083687787175,0.0007782943102677548,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
138,4488386e4cfbb6492825eec49bf99d04bed50ef047dc5b4caba074ffaa5aa5a6,Plane,"[-48.2000001,8.0049999,-17.2000001,-39.7999999,8.0050001,19.2000001]",293.193629386,118,293.20340971875123,0.0097803327512338,3.335793063347103e-05,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
139,b0d89f9fed91a0e3a07dfc168c8b26fdbfb199747c04e960880487d0d9d0026f,Plane,"[-50.2000001,8.0049999,17.1999999,-48.1999999,8.0050001,19.2000001]",3.141592654,14,3.141256468147396,0.00033618585260430933,0.00010701128046510556,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
140,090809fc17cab81ae68132d9028cca53295ae1f8ad17fddf87b07264f0a3d862,Plane,"[-48.2000001,8.0049999,19.1999999,-46.1999999,8.0050001,21.2000001]",3.141592654,16,3.1412564681473962,0.00033618585260386524,0.0001070112804649642,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
141,71bb32be0d4b1c04386b3e166713748a61fd12a7fea4eb8132cbbfa4038a3f9f,Plane,"[-41.8000001,8.0049999,19.1999999,-39.7999999,8.0050001,21.2000001]",3.141592654,2,3.1391475703122254,0.0024450836877747406,0.0007782943102637967,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
142,6c9260575351a2ba8fdeb73a5f9795f718e40c55159a5d718012c3f6d1c67b5f,Plane,"[-39.8000001,8.0049999,17.1999999,-37.7999999,8.0050001,19.2000001]",3.141592654,2,3.139147570312222,0.0024450836877782933,0.0007782943102649276,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
143,24c9d9bfb1833bf11a4ec0c0e69757d244af539b31919932f8d9d3332336efd3,Plane,"[-39.8000001,8.0049999,-17.2000001,-37.7999999,8.0050001,-15.1999999]",3.141592654,2,3.139147570312219,0.002445083687780958,0.0007782943102657758,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
144,bd9b97985748ea254aac00d00bffd50cedf6e2787c7f22aed894b80d23524da4,Plane,"[-41.8000001,8.0049999,-19.2000001,-39.7999999,8.0050001,-17.1999999]",3.141592654,2,3.1391475703122316,0.0024450836877685234,0.0007782943102618177,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
145,7add5960b7be249c18b4c564e4520c6ae281cd4f9d26c34487f72b64e54d258f,Plane,"[39.7999999,8.0049999,-17.2000001,41.8000001,8.0050001,-15.1999999]",3.141592654,37,3.1415760827273354,1.6571272664744896e-05,5.274799915146763e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
