entity_role,dimension,resolved_occ_tag_diagnostic_only,geometric_signature_sha256,geometry_type,bbox_mm_json,r286_maximum_q8_surface_deviation_mm,selection_basis,target_size_mm,warning
OWNER_BOUNDARY_CURVE,1,285,11423f7847322d740770dac504c2381b7e024376291e549db4e526fb90228333,Circle,"[-14.0000001,-2.0000001,14.9999999,-11.9999999,-1.9999999,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,296,5c1b58d8590ccea6cb1aee6e2dd7a1cb0db9ac3ee30c59a6c3bd6f72e79ff9b7,Unknown,"[13.9999999,-1e-07,14.9999999,14.0000001,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,297,45bf29993342dd5ae5a4427d5fdbe9853f954decc5e5c7217f407db4b6bdea20,Circle,"[11.9999999,-2.0000001,14.9999999,14.0000001,-1.9999999,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,301,689c9099faac7ac96145cd22947a1ff672bd678039961a790aca9d4576946ad6,Unknown,"[13.9999999,-1e-07,-18.0000001,14.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,302,8e7174e0b63d36f3792e9d4e3cce5a4b52598763918483cf6972eb2d05c37ea9,Circle,"[11.9999999,-2.0000001,-20.0000001,14.0000001,-1.9999999,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,315,df10828e6c68f32dfe90787d5e23ec0f2807f7f96f6321de2d23a675539209ca,Unknown,"[51.9999999,-1e-07,-18.0000001,52.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,316,a6c83f3ac873caad869a38fb3e9bf437dd45b6fe17005e70fc8f29f3ec4241a4,Circle,"[51.9999999,-2.0000001,-20.0000001,54.0000001,-1.9999999,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,319,44065c2621fbcaedbecb7073b6241ed3b42a8098671dcef0adb5e75ab04479df,Unknown,"[51.9999999,-1e-07,19.9999999,52.0000001,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,320,9b5ede55102985250f7bc85320e75721341d5bf9e5886028782f0acae9b2604a,Circle,"[51.9999999,-2.0000001,19.9999999,54.0000001,-1.9999999,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,323,948b31174c10e729c19d3111c67c455b5300a982d49e806f40c282f7e24e7a99,Unknown,"[35.9999999,-1e-07,19.9999999,36.0000001,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,324,fe426ae8b2251f94299595b20c841c9aa9a8527eb5abc1abc1b197546af8a6e3,Circle,"[33.9999999,-2.0000001,19.9999999,36.0000001,-1.9999999,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
