j2_deg,x430_to_striker_clearance_mm,positive_stop_clearance_mm,positive_stop_state,status
110.25,5.862490486,4.811590906,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
110.50,5.788814137,4.664168658,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
110.75,5.718734324,4.516164194,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
111.00,5.652386177,4.367580333,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
111.25,5.588980003,4.218419902,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
111.50,5.527412262,4.068685742,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
111.75,5.467712755,3.918380704,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
112.00,5.409914865,3.767507648,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
112.25,5.354051358,3.616069448,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
112.50,5.300154236,3.464068987,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
112.75,5.248254583,3.311509158,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
113.00,5.198382394,3.158392867,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
113.25,5.150566412,3.004723027,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
113.50,5.104833954,2.850502565,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
113.75,5.061210734,2.695734417,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
114.00,5.019720685,2.540421530,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
114.25,4.980385785,2.384566860,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
114.50,4.943225878,2.228173375,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
114.75,4.908258509,2.071244052,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
115.00,4.875498759,1.913781878,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
115.25,4.844959088,1.755789853,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
115.50,4.816649198,1.597270983,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
115.75,4.790575896,1.438228287,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
116.00,4.766742986,1.278664793,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
116.25,4.745151168,1.118583537,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
116.50,4.725797957,0.957987570,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
116.75,4.708677633,0.796879946,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
117.00,4.693781198,0.635263735,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
117.25,4.681096363,0.473142013,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
117.50,4.583571357,0.310517866,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
117.75,4.476665085,0.147394390,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
118.00,4.369402284,0.000000000,CONTACT,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
