j2_deg,known_subset_gravity_torque_nm,reference_allocated_gravity_torque_nm,reference_absolute_torque_nm,status
101.50,-0.010066047,-0.070557053,0.070557053,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
101.75,-0.010434275,-0.072687754,0.072687754,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
102.00,-0.010802305,-0.074817071,0.074817071,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
102.25,-0.011170129,-0.076944964,0.076944964,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
102.50,-0.011537740,-0.079071392,0.079071392,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
102.75,-0.011905131,-0.081196315,0.081196315,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
103.00,-0.012272296,-0.083319691,0.083319691,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
103.25,-0.012639228,-0.085441482,0.085441482,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
103.50,-0.013005918,-0.087561645,0.087561645,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
103.75,-0.013372362,-0.089680142,0.089680142,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
104.00,-0.013738550,-0.091796931,0.091796931,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
104.25,-0.014104477,-0.093911973,0.093911973,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
104.50,-0.014470135,-0.096025227,0.096025227,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
104.75,-0.014835518,-0.098136652,0.098136652,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
105.00,-0.015200619,-0.100246209,0.100246209,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
105.25,-0.015565430,-0.102353858,0.102353858,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
105.50,-0.015929945,-0.104459558,0.104459558,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
105.75,-0.016294156,-0.106563269,0.106563269,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
106.00,-0.016658057,-0.108664951,0.108664951,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
106.25,-0.017021641,-0.110764564,0.110764564,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
106.50,-0.017384901,-0.112862069,0.112862069,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
106.75,-0.017747830,-0.114957425,0.114957425,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
107.00,-0.018110421,-0.117050592,0.117050592,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
107.25,-0.018472668,-0.119141531,0.119141531,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
107.50,-0.018834562,-0.121230202,0.121230202,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
107.75,-0.019196098,-0.123316564,0.123316564,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
108.00,-0.019557269,-0.125400579,0.125400579,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
108.25,-0.019918067,-0.127482206,0.127482206,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
108.50,-0.020278486,-0.129561407,0.129561407,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
108.75,-0.020638519,-0.131638140,0.131638140,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
109.00,-0.020998159,-0.133712367,0.133712367,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
109.25,-0.021357400,-0.135784049,0.135784049,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
109.50,-0.021716233,-0.137853146,0.137853146,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
109.75,-0.022074653,-0.139919618,0.139919618,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
110.00,-0.022432653,-0.141983426,0.141983426,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
110.25,-0.022790226,-0.144044531,0.144044531,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
110.50,-0.023147365,-0.146102893,0.146102893,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
110.75,-0.023504063,-0.148158474,0.148158474,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
111.00,-0.023860314,-0.150211235,0.150211235,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
111.25,-0.024216111,-0.152261135,0.152261135,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
111.50,-0.024571446,-0.154308137,0.154308137,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
111.75,-0.024926314,-0.156352201,0.156352201,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
112.00,-0.025280707,-0.158393288,0.158393288,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
112.25,-0.025634619,-0.160431359,0.160431359,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
112.50,-0.025988043,-0.162466376,0.162466376,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
112.75,-0.026340972,-0.164498300,0.164498300,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
113.00,-0.026693399,-0.166527093,0.166527093,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
113.25,-0.027045318,-0.168552714,0.168552714,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
113.50,-0.027396723,-0.170575127,0.170575127,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
113.75,-0.027747605,-0.172594292,0.172594292,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
114.00,-0.028097960,-0.174610172,0.174610172,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
114.25,-0.028447780,-0.176622727,0.176622727,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
114.50,-0.028797058,-0.178631919,0.178631919,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
114.75,-0.029145787,-0.180637710,0.180637710,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
115.00,-0.029493962,-0.182640063,0.182640063,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
