inspection_id,part_id,module,characteristic,source_nominal,method,acceptance_limit,measured_value,result,evidence,warning
FC-I0131,A01_FOREARM_REAR_COVER,A01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0132,A01_FOREARM_REAR_COVER,A01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0133,G01_PALM_FRONT_PLATE,G01,X/Y/Z printed envelope,50.000 x 3.000 x 36.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0134,G01_PALM_FRONT_PLATE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0135,G01_PALM_FRONT_PLATE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0136,G01_PALM_FRONT_PLATE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0137,G01_PALM_REAR_PLATE,G01,X/Y/Z printed envelope,50.000 x 3.000 x 36.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0138,G01_PALM_REAR_PLATE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0139,G01_PALM_REAR_PLATE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0140,G01_PALM_REAR_PLATE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0141,G01_PALM_TOP_BRIDGE,G01,X/Y/Z printed envelope,46.000 x 50.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0142,G01_PALM_TOP_BRIDGE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0143,G01_PALM_TOP_BRIDGE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0144,G01_PALM_TOP_BRIDGE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0145,G01_PALM_BOTTOM_BRIDGE,G01,X/Y/Z printed envelope,46.000 x 50.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0146,G01_PALM_BOTTOM_BRIDGE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0147,G01_PALM_BOTTOM_BRIDGE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0148,G01_PALM_BOTTOM_BRIDGE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0149,G01_WRIST_MOUNT_PLATE,G01,X/Y/Z printed envelope,38.000 x 36.000 x 3.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0150,G01_WRIST_MOUNT_PLATE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0151,G01_WRIST_MOUNT_PLATE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0152,G01_WRIST_MOUNT_PLATE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0153,G01_GUIDE_ROD_FRONT,G01,X/Y/Z printed envelope,64.000 x 4.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0154,G01_GUIDE_ROD_FRONT,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0155,G01_GUIDE_ROD_FRONT,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0156,G01_GUIDE_ROD_FRONT,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0157,G01_GUIDE_ROD_REAR,G01,X/Y/Z printed envelope,64.000 x 4.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0158,G01_GUIDE_ROD_REAR,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0159,G01_GUIDE_ROD_REAR,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0160,G01_GUIDE_ROD_REAR,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0161,G01_PINION,G01,X/Y/Z printed envelope,10.996 x 6.000 x 10.996 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0162,G01_PINION,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0163,G01_PINION,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0164,G01_PINION,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0165,G01_RACK_POSITIVE,G01,X/Y/Z printed envelope,32.952 x 6.000 x 3.250 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0166,G01_RACK_POSITIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0167,G01_RACK_POSITIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0168,G01_RACK_POSITIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0169,G01_RACK_NEGATIVE,G01,X/Y/Z printed envelope,32.952 x 6.000 x 3.250 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0170,G01_RACK_NEGATIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0171,G01_RACK_NEGATIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0172,G01_RACK_NEGATIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0173,G01_FINGER_POSITIVE,G01,X/Y/Z printed envelope,14.000 x 36.000 x 52.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0174,G01_FINGER_POSITIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0175,G01_FINGER_POSITIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0176,G01_FINGER_POSITIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0177,G01_FINGER_NEGATIVE,G01,X/Y/Z printed envelope,14.000 x 36.000 x 52.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0178,G01_FINGER_NEGATIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0179,G01_FINGER_NEGATIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0180,G01_FINGER_NEGATIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0181,G01_PAD_POSITIVE,G01,X/Y/Z printed envelope,3.000 x 30.000 x 30.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0182,G01_PAD_POSITIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0183,G01_PAD_POSITIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0184,G01_PAD_POSITIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0185,G01_PAD_NEGATIVE,G01,X/Y/Z printed envelope,3.000 x 30.000 x 30.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0186,G01_PAD_NEGATIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0187,G01_PAD_NEGATIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0188,G01_PAD_NEGATIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0189,G01_STOP_POSITIVE,G01,X/Y/Z printed envelope,4.000 x 24.000 x 9.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0190,G01_STOP_POSITIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0191,G01_STOP_POSITIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0192,G01_STOP_POSITIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0193,G01_STOP_NEGATIVE,G01,X/Y/Z printed envelope,4.000 x 24.000 x 9.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0194,G01_STOP_NEGATIVE,G01,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0195,G01_STOP_NEGATIVE,G01,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0196,G01_STOP_NEGATIVE,G01,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
