sample_index,daq_time_s,trigger_state,stop_command_state,estop_state,reset_input_state,start_command_state,motion_enable_command_state,torque_enable_feedback,source_voltage_V,source_current_A,k1_coil_state,k2_coil_state,k1_mirror_state,k2_mirror_state,external_angle_deg,external_velocity_deg_s,reaction_force_N,bumper_displacement_mm,dropped_scan_count,sensor_saturation_flags,run_id,configuration_commit,article_revision,calibration_bundle_hash,timing_budget_revision
202,0.202000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.000000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
203,0.203000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.005000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
204,0.204000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.010000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
205,0.205000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.015000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
206,0.206000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.020000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
207,0.207000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.025000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
208,0.208000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.030000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
209,0.209000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.035000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
210,0.210000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.040000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
211,0.211000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.045000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
212,0.212000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.050000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
213,0.213000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.055000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
214,0.214000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.060000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
215,0.215000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.065000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
216,0.216000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.070000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
217,0.217000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.075000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
218,0.218000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.080000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
219,0.219000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.085000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
220,0.220000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.090000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
221,0.221000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.095000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
222,0.222000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.100000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
223,0.223000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.105000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
224,0.224000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.110000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
225,0.225000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.115000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
226,0.226000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.120000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
227,0.227000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.125000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
228,0.228000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.130000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
229,0.229000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.135000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
230,0.230000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.140000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
231,0.231000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.145000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
232,0.232000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.150000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
233,0.233000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.155000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
234,0.234000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.160000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
235,0.235000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.165000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
236,0.236000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.170000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
237,0.237000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.175000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
238,0.238000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.180000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
239,0.239000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.185000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
240,0.240000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.190000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
241,0.241000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.195000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
242,0.242000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.200000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
243,0.243000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.205000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
244,0.244000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.210000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
245,0.245000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.215000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
246,0.246000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.220000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
247,0.247000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.225000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
248,0.248000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.230000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
249,0.249000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.235000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
250,0.250000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,112.240000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
