hold_id,hold,state,closure_evidence,warning
HOLD-185,HR-V0-DXL-PROT-CARRIER-HARNESS-P0.2: qualified review and authority,OPEN,qualified electrical/mechanical review plus separate written authority for procurement and each physical stage,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-186,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: received panel and enclosure identity, dimensions, flatness and installed offsets",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-187,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: received carrier outline, thickness, populated height, hole and connector datums",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-188,HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: current TNM3-6.5-10-1 supply identity and received dimensions/material,OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-189,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: NSE-1580-M3-6 replacement identity, received dimensions and legacy-equivalence disposition",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-190,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: panel-hole diameter, tolerance, positional tolerance, burr and coating process",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-191,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: mounting torque, driver, locking/reuse and witness-mark rules",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-192,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: static pull, shear, creep, vibration and transport acceptance loads",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-193,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: temperature, fire and creep suitability of the complete mounting stack",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-194,HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: mated JST/contact/wire/support three-dimensional envelope,OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-195,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: installed cover, rear, wall, boss and service-tool clearance",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-196,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: six duct-entry vectors, supports, service loops and measured route paths",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-197,HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: all twelve production cut lengths and termination allowances,OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-198,HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: thermal/airflow evidence around the three populated carrier assemblies,OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-199,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: qualified mechanical, electrical, enclosure and coating/bonding review",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-200,"HR-V0-DXL-CARRIER-MOUNT-IF-P0.2: separate written authority for each procurement, drilling and physical operation",OPEN,"configuration-bound received measurement, calculation/test and qualified signoff","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-201,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: separate written authority for the exact zero-energy session scope,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-202,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: received article identities and dimensional-surrogate limitations,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-203,"HR-V0-CARRIER-FIT-EVID-CAP-P0.1: selected instruments, methods, calibration and uncertainty budgets",OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-204,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: two-axis print-scale verification before any mockup use,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-205,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: complete raw measurement and photo set with immutable evidence paths,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-206,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: all deviations contained and dispositioned against approved limits,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-207,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: received connector/wire sweeps with 20 mm bend-radius evidence,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-208,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: front/rear/closed-cover/service clearances with no forced fit,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-209,HR-V0-CARRIER-FIT-EVID-CAP-P0.1: qualified mechanical and electrical/enclosure review,OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-210,"HR-V0-CARRIER-FIT-EVID-CAP-P0.1: separate successor authorization before marking, drilling or assembly",OPEN,configuration-bound evidence plus named qualified signoff,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, MARKING, DRILLING, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-211,,OPEN,accepted R257-RQ-01/02 response and received identity,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-212,,OPEN,dated cart or attributable seller allocation,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-213,,OPEN,dated ROBOTIS US cart or quote,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-214,,OPEN,complete landed-cost record,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-215,,OPEN,signed program-owner value,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-216,,OPEN,signed address record; repository copy may be redacted,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-217,,OPEN,signed identity and location,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-218,,PARTIALLY ADDRESSED - FORMAL ACCEPTANCE OPEN,accepted decision citing 94dc15fcbd5c82db29d265dcf2440e55398df536 and LOT-A-001..003,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-219,,OPEN,signed rejection of alternates without new review,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-220,,OPEN,"signed scope excluding assembly, connection, power and use","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-221,,OPEN,controlled photo/label/packing/discrepancy locations,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-222,,OPEN,signed adult identities and payment route,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-223,HR-V0-LOT-A-ALT-ROUTE-P0.1: Accept DigiKey marketplace actuator route,OPEN,dated cart/quote showing DigiKey seller surface and ROBOTIS Inc fulfiller,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-224,HR-V0-LOT-A-ALT-ROUTE-P0.1: Confirm two exact 902-0137-000 units allocated,OPEN,dated allocation naming XM540-W270-T and quantity two,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-225,HR-V0-LOT-A-ALT-ROUTE-P0.1: Confirm four exact frame-set articles allocated,OPEN,dated allocation for two 903-0270-300 and two 903-0269-300,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-226,"HR-V0-LOT-A-ALT-ROUTE-P0.1: Close both sellers, shipping, tax, fees and expiration",OPEN,complete split-route landed-cost record,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-227,HR-V0-LOT-A-ALT-ROUTE-P0.1: Set numerical maximum spend,OPEN,signed program-owner value,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-228,HR-V0-LOT-A-ALT-ROUTE-P0.1: Freeze exact Boston-area ship-to,OPEN,signed controlled address reference,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-229,"HR-V0-LOT-A-ALT-ROUTE-P0.1: Name adult purchaser, payment authority and receiver",OPEN,signed role assignments,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-230,HR-V0-LOT-A-ALT-ROUTE-P0.1: Bind design baseline and exact line identities,PARTIALLY ADDRESSED - FORMAL ACCEPTANCE OPEN,accepted decision citing 94dc15fcbd5c82db29d265dcf2440e55398df536 and R267-LINE-01..03,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-231,HR-V0-LOT-A-ALT-ROUTE-P0.1: Accept no-substitution and no-backorder rules,OPEN,signed rule and cart/quote without alternates,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-232,HR-V0-LOT-A-ALT-ROUTE-P0.1: Limit authority to receipt and quarantine,OPEN,"signed scope excluding assembly, connection, power and use","PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-233,HR-V0-LOT-A-ALT-ROUTE-P0.1: Prepare serialized receiving evidence,OPEN,controlled label/photo/packing/model-readback/deviation locations,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-234,HR-V0-LOT-A-ALT-ROUTE-P0.1: Qualify received actuator identity,OPEN,received label and connector inspection; controlled model readback only under a later separately released test,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-235,HR-V0-GDT-REVIEW-P0.2: Licensed/current ASME Y14.5 access available to the qualified reviewer,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-236,HR-V0-GDT-REVIEW-P0.2: Qualified reviewer accepts or revises each A/B scheme and modifier,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-237,HR-V0-GDT-REVIEW-P0.2: Functional fit/tolerance stack establishes acceptable zones for every mating pattern,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-238,"HR-V0-GDT-REVIEW-P0.2: All exact FCF symbols, datum-feature symbols and basic dimensions are placed on successor drawings",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-239,HR-V0-GDT-REVIEW-P0.2: C06/C07 rail surface/contact profile scheme is accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-240,"HR-V0-GDT-REVIEW-P0.2: Countersink axis, head-seat and received-fastener acceptance are defined",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-241,"HR-V0-GDT-REVIEW-P0.2: Inspection simulators, restraint, probing, temperature and alignment are validated",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-242,HR-V0-GDT-REVIEW-P0.2: Measurement uncertainty and conformity decision rules are accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-243,HR-V0-GDT-REVIEW-P0.2: Provider DFM and metrology capability response is accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-244,HR-V0-GDT-REVIEW-P0.2: Five first articles and raw inspection records are accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-245,HR-V0-GDT-REVIEW-P0.2: Received mating-part dry fits are accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-246,HR-V0-GDT-REVIEW-P0.2: Configuration-bound qualified release and separate fabrication authority are signed,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-247,HR-V0-J2-STOP-STRENGTH-P0.1: Qualified reviewer accepts the widened outward envelope and load-case allocation,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-248,"HR-V0-J2-STOP-STRENGTH-P0.1: Guard, receiver, cable and operator-clearance envelopes are regenerated and accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-249,HR-V0-J2-STOP-STRENGTH-P0.1: Exact dynamic amplification and stress-concentration factors are established,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-250,HR-V0-J2-STOP-STRENGTH-P0.1: Nonlinear contact/prying/local deformation analysis is accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-251,HR-V0-J2-STOP-STRENGTH-P0.1: Material certificate proves the configuration-bound yield threshold and other required properties,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-252,"HR-V0-J2-STOP-STRENGTH-P0.1: C06/C07 successor drawings, datum controls and FAI plan are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-253,"HR-V0-J2-STOP-STRENGTH-P0.1: Bumper material, retention, force-stroke, temperature and life are selected and validated",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-254,HR-V0-J2-STOP-STRENGTH-P0.1: Single-rail and two-rail proof fixtures and acceptance limits are qualified,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-255,HR-V0-J2-STOP-STRENGTH-P0.1: Five-part provider DFM and first articles are accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-256,"HR-V0-J2-STOP-STRENGTH-P0.1: Received arm stack passes unpowered fit, contact-mark and deformation inspection",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-257,"HR-V0-J2-STOP-STRENGTH-P0.1: Physical stopping tests establish overtravel, rebound, peak load and no-damage behavior",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-258,HR-V0-J2-STOP-STRENGTH-P0.1: Configuration-bound qualified release and separate work authority are signed,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-259,HR-V0-J2-STOP-BOSSED-P0.1: Qualified reviewer accepts the exact contact-normal and J2 effective-arm extraction,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-260,HR-V0-J2-STOP-BOSSED-P0.1: Converged nonlinear one-rail and two-rail C06/C07 contact/root/interface analysis is accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-261,"HR-V0-J2-STOP-BOSSED-P0.1: Worst-tolerance first-contact, rail sharing, edge contact and single-rail fault cases are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-262,HR-V0-J2-STOP-BOSSED-P0.1: As-built moving inertia including reflected rotor inertia is measured and accepted,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-263,HR-V0-J2-STOP-BOSSED-P0.1: Maximum approach and fault-overspeed values are configuration-bound and physically verified,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-264,HR-V0-J2-STOP-BOSSED-P0.1: Motor current and torque decay after contact are measured and included in the energy balance,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-265,"HR-V0-J2-STOP-BOSSED-P0.1: Bumper force-stroke, hysteresis, bottom-out, rebound, temperature, aging and retention are validated",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-266,"HR-V0-J2-STOP-BOSSED-P0.1: C06/C07 drawings, tolerance controls, DFM and first articles are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-267,HR-V0-J2-STOP-BOSSED-P0.1: Material lot MTR and finished minimum thickness are verified,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-268,"HR-V0-J2-STOP-BOSSED-P0.1: Fastener, frame, extrusion, prying, deflection, overtravel and fatigue load paths are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-269,HR-V0-J2-STOP-BOSSED-P0.1: Single-rail and twin-rail physical proof and stopping tests pass qualified limits,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-270,HR-V0-J2-STOP-BOSSED-P0.1: Configuration-bound qualified release and separate work authority are signed,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-271,"HR-V0-J2-STOP-FEA-P0.1: Qualified reviewer accepts modeling scope, boundary conditions and singularity treatment",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-272,HR-V0-J2-STOP-FEA-P0.1: Nonlinear C06/C07 one-rail/twin-rail contact including tolerances is converged,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
