facet_id,source_tet10_element_tag,source_local_face,node_tags_json,node_xyz_json,nearest_occ_face_tag_diagnostic_only,nearest_face_signature_sha256,nearest_face_type,nearest_face_bbox_mm_json,six_node_deviation_mm_json,maximum_six_node_deviation_mm,mean_six_node_deviation_mm,node_face_membership_tolerance_mm,within_0p005_surface_screen,exact_membership_gate,warning
109458,1206739,0,"[383278,384125,382603,388562,390869,390459]","[[37.96692278343314,8.005,-17.100461575545708],[38.126361337455165,8.005,-17.052796785334184],[38.117525323801736,8.005,-17.22046326058105],[38.04664206044416,8.005,-17.076629180439944],[38.12194333062845,8.005,-17.136630022957615],[38.04222405361744,8.005,-17.16046241806338]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110351,1206256,2,"[383029,383747,383848,384756,384809,384810]","[[48.077010389310175,8.005,-18.90271548633101],[48.26332780123862,8.005,-19.040695986338463],[48.09076403665209,8.005,-19.077255604218067],[48.170169095274396,8.005,-18.971705736334737],[48.17704591894535,8.005,-19.058975795278265],[48.08388721298113,8.005,-18.98998554527454]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110355,1201573,1,"[383649,383033,383686,384602,384601,384520]","[[38.289745668733474,8.005,19.316377713286055],[38.18569418231946,8.005,19.155285367546586],[38.033549983595876,8.005,19.294157477390417],[38.23771992552647,8.005,19.235831540416317],[38.10962208295767,8.005,19.2247214224685],[38.161647826164675,8.005,19.30526759533824]]",75,718038538e4c8c434eb21ae3b2248a286a15cfea2b3bee34b950ab4c498c7e33,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,19.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110356,1130234,1,"[383033,383649,383876,384602,386009,386013]","[[38.18569418231946,8.005,19.155285367546586],[38.289745668733474,8.005,19.316377713286055],[38.35917687647332,8.005,19.083061473968716],[38.23771992552647,8.005,19.235831540416317],[38.3244612726034,8.005,19.199719593627382],[38.27243552939639,8.005,19.11917342075765]]",75,718038538e4c8c434eb21ae3b2248a286a15cfea2b3bee34b950ab4c498c7e33,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,19.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110478,1220911,0,"[383171,383104,383688,384766,384764,384765]","[[49.81801236772324,8.005,-17.38085450167353],[49.82957872438916,8.005,-17.161696369727714],[50.00958590595833,8.005,-17.27929462071635],[49.8237955460562,8.005,-17.27127543570062],[49.91958231517375,8.005,-17.220495495222032],[49.913799136840794,8.005,-17.330074561194937]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110479,1142919,1,"[383171,384004,383104,390846,390651,384766]","[[49.81801236772324,8.005,-17.38085450167353],[49.68265067126727,8.005,-17.253091343993642],[49.82957872438916,8.005,-17.161696369727714],[49.750331519495255,8.005,-17.316972922833585],[49.75611469782821,8.005,-17.207393856860676],[49.8237955460562,8.005,-17.27127543570062]]",79,9330057d5a50c88111d8b946d24aacb11cbfb31db74b95c26db9557176ab27a6,Plane,"[48.1999999,8.0049999,-17.2000001,50.2000001,8.0050001,19.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110480,1169807,0,"[383551,383104,384004,387905,390651,390652]","[[49.6617614701305,8.005,-17.067468463650478],[49.82957872438916,8.005,-17.161696369727714],[49.68265067126727,8.005,-17.253091343993642],[49.74567009725983,8.005,-17.114582416689096],[49.75611469782821,8.005,-17.207393856860676],[49.672206070698884,8.005,-17.16027990382206]]",79,9330057d5a50c88111d8b946d24aacb11cbfb31db74b95c26db9557176ab27a6,Plane,"[48.1999999,8.0049999,-17.2000001,50.2000001,8.0050001,19.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110510,1225713,3,"[383125,384024,383124,391104,390741,389982]","[[39.854618214676684,8.005,-18.764849474724112],[39.81010023461956,8.005,-18.91517445351982],[39.65889411068727,8.005,-18.836001861128523],[39.83235922464812,8.005,-18.840011964121967],[39.73449717265341,8.005,-18.87558815732417],[39.756756162681974,8.005,-18.800425667926316]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111039,1133660,3,"[383551,384004,383662,390652,390718,390390]","[[49.6617614701305,8.005,-17.067468463650478],[49.68265067126727,8.005,-17.253091343993642],[49.516946501063835,8.005,-17.22014482712608],[49.672206070698884,8.005,-17.16027990382206],[49.59979858616555,8.005,-17.23661808555986],[49.58935398559717,8.005,-17.14380664538828]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111040,1160965,3,"[384130,383551,383662,390389,390390,390388]","[[49.498537108916366,8.005,-16.996685986456388],[49.6617614701305,8.005,-17.067468463650478],[49.516946501063835,8.005,-17.22014482712608],[49.58014928952343,8.005,-17.03207722505343],[49.58935398559717,8.005,-17.14380664538828],[49.507741804990104,8.005,-17.108415406791234]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
111069,1112174,2,"[383832,383622,383687,386911,384449,386910]","[[49.867274848433745,8.005,19.136292943953737],[49.81252683884151,8.005,19.34355056070395],[50.01412342994836,8.005,19.273144906319704],[49.83990084363762,8.005,19.239921752328843],[49.91332513439494,8.005,19.308347733511827],[49.940699139191054,8.005,19.20471892513672]]",78,726dcea241c9f280ed41601d6bfa422cb4c8f7b6a79ca8d583b2fecc1f059352,Plane,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
