child_id,parent_id,sequence,level,child_statement,priority,verification_id,parent_procedure_evidence,parent_procedure_acceptance,child_acceptance_criterion_candidate,required_result_fields,child_acceptance_binding,internal_atomicity_screen,status,evidence_uri,accountable_person,approver_person,decision,warning
MECH-002-A10,MECH-002,10,mechanical,The HR-V0 mechanical release shall identify closure evidence for each unresolved cable boundary.,MUST,AUDIT-MECH-001,Checker output reviewed registers generated SVG configuration snapshot and signed audit disposition,All identifiers counts values datums source hashes and cross-references agree; every unresolved physical boundary remains visibly held and structural STL is absent,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall identify closure evidence for each unresolved cable boundary.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A11,MECH-002,11,mechanical,The HR-V0 mechanical release shall identify closure evidence for each unresolved anchor boundary.,MUST,AUDIT-MECH-001,Checker output reviewed registers generated SVG configuration snapshot and signed audit disposition,All identifiers counts values datums source hashes and cross-references agree; every unresolved physical boundary remains visibly held and structural STL is absent,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall identify closure evidence for each unresolved anchor boundary.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A12,MECH-002,12,mechanical,Generated HR-V0 assembly views shall agree with the released native CAD.,MUST,AUDIT-MECH-001,Checker output reviewed registers generated SVG configuration snapshot and signed audit disposition,All identifiers counts values datums source hashes and cross-references agree; every unresolved physical boundary remains visibly held and structural STL is absent,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: Generated HR-V0 assembly views shall agree with the released native CAD.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A13,MECH-002,13,mechanical,Generated HR-V0 assembly views shall agree with the released system BOM.,MUST,AUDIT-MECH-001,Checker output reviewed registers generated SVG configuration snapshot and signed audit disposition,All identifiers counts values datums source hashes and cross-references agree; every unresolved physical boundary remains visibly held and structural STL is absent,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: Generated HR-V0 assembly views shall agree with the released system BOM.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A01,MECH-003,1,mechanical,Each HR-V0 T-slot frame joint shall identify the exact bracket order code.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify the exact bracket order code.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A02,MECH-003,2,mechanical,Each HR-V0 T-slot frame joint shall identify every mounting-hardware order code.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify every mounting-hardware order code.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A03,MECH-003,3,mechanical,Each HR-V0 T-slot frame joint shall identify installed quantity.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify installed quantity.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A04,MECH-003,4,mechanical,Each HR-V0 T-slot frame joint shall identify installed orientation.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify installed orientation.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A05,MECH-003,5,mechanical,Each HR-V0 T-slot frame joint shall have a controlled load-path screen.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a controlled load-path screen.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A06,MECH-003,6,mechanical,Each HR-V0 T-slot frame joint shall have a controlled torque-development method.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a controlled torque-development method.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A07,MECH-003,7,mechanical,Each HR-V0 T-slot frame joint shall have an accepted receiving record before assembly acceptance.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have an accepted receiving record before assembly acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A08,MECH-003,8,mechanical,Each HR-V0 T-slot frame joint shall have an accepted proof record before assembly acceptance.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have an accepted proof record before assembly acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A09,MECH-003,9,mechanical,Each HR-V0 T-slot frame joint shall have an inspection mark before assembly acceptance.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have an inspection mark before assembly acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A10,MECH-003,10,mechanical,Each HR-V0 T-slot frame joint shall have a controlled fastener-reuse rule.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a controlled fastener-reuse rule.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A11,MECH-003,11,mechanical,Each HR-V0 T-slot frame joint shall have a qualified mechanical disposition before assembly acceptance.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a qualified mechanical disposition before assembly acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A12,MECH-003,12,mechanical,Absent MECH-003 physical evidence shall inhibit assembly acceptance.,MUST,INSPECT-MECH-010,Completed frame-joint CSV raw measurements photographs calibration records proof traces nonconformance dispositions and signed qualified mechanical review,Every joint identity quantity orientation bracket-body fit tool access seating torque sequence diagonal or perpendicularity slip post-proof condition witness mark and reuse disposition meets the separately released numeric acceptance limits without slot bracket screw T-nut or extrusion damage,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Absent MECH-003 physical evidence shall inhibit assembly acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A01,MECH-004,1,mechanical,The HR-V0 bench interface shall identify one exact surveyed bench before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify one exact surveyed bench before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A02,MECH-004,2,mechanical,The HR-V0 bench interface shall have documented site-owner permission before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall have documented site-owner permission before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A03,MECH-004,3,mechanical,The HR-V0 bench interface shall record substrate construction before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record substrate construction before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A04,MECH-004,4,mechanical,The HR-V0 bench interface shall record substrate thickness before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record substrate thickness before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A05,MECH-004,5,mechanical,The HR-V0 bench interface shall record all applicable edge distances before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record all applicable edge distances before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A06,MECH-004,6,mechanical,The HR-V0 bench interface shall record top-side access before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record top-side access before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A07,MECH-004,7,mechanical,The HR-V0 bench interface shall record underside access before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record underside access before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A08,MECH-004,8,mechanical,The HR-V0 bench interface shall identify exact anchor order codes before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact anchor order codes before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A09,MECH-004,9,mechanical,The HR-V0 bench interface shall identify exact bolt order codes before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact bolt order codes before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A10,MECH-004,10,mechanical,The HR-V0 bench interface shall identify exact washer order codes before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact washer order codes before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
