child_id,parent_id,verification_id,procedure_revision,configuration_id,observed_value_or_state,acceptance_limit,result_PASS_or_FAIL,evidence_uri,executor,timestamp,reviewer,decision,warning
MECH-002-A09,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall identify closure evidence for each unresolved stop boundary.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A10,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall identify closure evidence for each unresolved cable boundary.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A11,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: The HR-V0 mechanical release shall identify closure evidence for each unresolved anchor boundary.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A12,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: Generated HR-V0 assembly views shall agree with the released native CAD.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A13,MECH-002,AUDIT-MECH-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-001 configuration-bound evidence demonstrates: Generated HR-V0 assembly views shall agree with the released system BOM.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A01,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify the exact bracket order code.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A02,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify every mounting-hardware order code.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A03,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify installed quantity.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A04,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall identify installed orientation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A05,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a controlled load-path screen.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A06,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a controlled torque-development method.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A07,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have an accepted receiving record before assembly acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A08,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have an accepted proof record before assembly acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A09,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have an inspection mark before assembly acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A10,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a controlled fastener-reuse rule.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A11,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Each HR-V0 T-slot frame joint shall have a qualified mechanical disposition before assembly acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A12,MECH-003,INSPECT-MECH-010,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-010 configuration-bound evidence demonstrates: Absent MECH-003 physical evidence shall inhibit assembly acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A01,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify one exact surveyed bench before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A02,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall have documented site-owner permission before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A03,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record substrate construction before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A04,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record substrate thickness before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A05,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record all applicable edge distances before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A06,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record top-side access before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A07,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall record underside access before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A08,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact anchor order codes before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A09,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact bolt order codes before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A10,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact washer order codes before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A11,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact backing-part order codes before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A12,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate anchor shear load.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A13,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate anchor tension load.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A14,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate overturning load.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A15,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate substrate bearing load.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A16,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate substrate pull-through load.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A17,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate bench-support loads.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A18,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface installation shall use a controlled installation-torque requirement.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A19,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface release shall define numerical proof criteria.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A20,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface installation shall carry controlled inspection marks.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A21,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall have a qualified mechanical disposition before release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A22,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: Absent or changed MECH-004 site evidence shall inhibit assembly acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A23,MECH-004,INSPECT-MECH-011,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: Absent or changed MECH-004 site evidence shall inhibit energization acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A01,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The HR-V0 arm architecture shall use exact manufacturer-coordinate actuator geometry.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A02,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The HR-V0 arm architecture shall use exact manufacturer-coordinate frame geometry.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A03,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The HR-V0 arm architecture shall define every controlled body frame.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A04,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The HR-V0 arm architecture shall define every controlled output frame.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A05,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The HR-V0 arm architecture shall define every controlled link transform.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A06,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The HR-V0 arm architecture shall define every controlled gripper transform.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A07,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove J1 axis orientation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A08,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove J2 axis orientation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A09,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove J1-to-J2 axis parallelism.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A10,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove controlled link lengths.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A11,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove collision clearance over the released range.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A12,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove required tool access.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A13,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall define every fastener stack.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A14,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall prove required cable space.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A15,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall define the structural load path.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A16,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: The released native arm assembly shall close the released tolerance stack.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A17,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any superseded MECH-005 transform shall inhibit quotation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A18,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any unresolved MECH-005 transform shall inhibit quotation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
