child_id,parent_id,normative_clause_count,semicolon_count,acceptance_criterion_present,result_fields_present,internal_disposition,approval_effect,warning
LEG-001-A03,LEG-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A04,LEG-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A05,LEG-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-002-A01,LEG-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-002-A02,LEG-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A01,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A02,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A03,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A04,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A05,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A06,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A07,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-001-A08,MASS-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A01,MASS-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A02,MASS-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A03,MASS-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A04,MASS-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A05,MASS-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MASS-002-A06,MASS-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A01,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A02,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A03,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A04,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A05,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A06,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A07,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A08,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A09,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A10,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A11,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A12,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A13,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A14,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A15,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A16,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A17,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A18,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-001-A19,MECH-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A01,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A02,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A03,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A04,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A05,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A06,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A07,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A08,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A09,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A10,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A11,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A12,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-002-A13,MECH-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A01,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A02,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A03,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A04,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A05,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A06,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A07,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A08,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A09,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A10,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A11,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-003-A12,MECH-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A01,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A02,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A03,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A04,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A05,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A06,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A07,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A08,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A09,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A10,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A11,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A12,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A13,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A14,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A15,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A16,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A17,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A18,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A19,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A20,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A21,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A22,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A23,MECH-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A01,MECH-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A02,MECH-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A03,MECH-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A04,MECH-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
