package_status,sheet,reference,pin_or_terminal,pin_name,net,wire_number,note
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU34,TBD-O,OUT,HR30_M34_VDD,W2050,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU35,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU35,TBD-O,OUT,HR30_M35_VDD,W2051,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU51,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU51,TBD-O,OUT,HR30_M51_VDD,W2057,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU52,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU52,TBD-O,OUT,HR30_M52_VDD,W2058,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU53,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,FU53,TBD-O,OUT,HR30_M53_VDD,W2059,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M31,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M31,2,VDD,HR30_M31_VDD,W2047,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M31,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M32,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M32,2,VDD,HR30_M32_VDD,W2048,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M32,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M33,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M33,2,VDD,HR30_M33_VDD,W2049,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M33,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M34,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M34,2,VDD,HR30_M34_VDD,W2050,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M34,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M35,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M35,2,VDD,HR30_M35_VDD,W2051,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M35,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M51,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M51,2,VDD,HR30_M51_VDD,W2057,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M51,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M52,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M52,2,VDD,HR30_M52_VDD,W2058,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M52,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M53,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M53,2,VDD,HR30_M53_VDD,W2059,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,09_upper_bus_a,M53,3,DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,UB1,1,TTL_GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,UB1,2,TTL_VDD,NO CONNECT,N/A,OMITTED FROM RELEASED CUSTOM DATA CABLE - internal current path is unpublished
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,UB1,3,TTL_DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,UB1,USB,USB,USB_UPPER_B,W2140,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU41,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU41,TBD-O,OUT,HR30_M41_VDD,W2052,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU42,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU42,TBD-O,OUT,HR30_M42_VDD,W2053,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU43,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU43,TBD-O,OUT,HR30_M43_VDD,W2054,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU44,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU44,TBD-O,OUT,HR30_M44_VDD,W2055,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU45,TBD-I,IN,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,FU45,TBD-O,OUT,HR30_M45_VDD,W2056,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M41,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M41,2,VDD,HR30_M41_VDD,W2052,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M41,3,DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M42,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M42,2,VDD,HR30_M42_VDD,W2053,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M42,3,DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M43,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M43,2,VDD,HR30_M43_VDD,W2054,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M43,3,DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M44,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M44,2,VDD,HR30_M44_VDD,W2055,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M44,3,DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M45,1,GND,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M45,2,VDD,HR30_M45_VDD,W2056,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,10_upper_bus_b,M45,3,DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL1,TBD-E+,EXC_POS,LC_L1_EXC+,W2079,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL1,TBD-E-,EXC_NEG,LC_L1_EXC-,W2080,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL1,TBD-S+,SIG_POS,LC_L1_SIG+,W2081,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL1,TBD-S-,SIG_NEG,LC_L1_SIG-,W2082,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL2,TBD-E+,EXC_POS,LC_L2_EXC+,W2083,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL2,TBD-E-,EXC_NEG,LC_L2_EXC-,W2084,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL2,TBD-S+,SIG_POS,LC_L2_SIG+,W2085,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL2,TBD-S-,SIG_NEG,LC_L2_SIG-,W2086,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL3,TBD-E+,EXC_POS,LC_L3_EXC+,W2087,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL3,TBD-E-,EXC_NEG,LC_L3_EXC-,W2088,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL3,TBD-S+,SIG_POS,LC_L3_SIG+,W2089,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL3,TBD-S-,SIG_NEG,LC_L3_SIG-,W2090,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL4,TBD-E+,EXC_POS,LC_L4_EXC+,W2091,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL4,TBD-E-,EXC_NEG,LC_L4_EXC-,W2092,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL4,TBD-S+,SIG_POS,LC_L4_SIG+,W2093,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCL4,TBD-S-,SIG_NEG,LC_L4_SIG-,W2094,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR1,TBD-E+,EXC_POS,LC_R1_EXC+,W2095,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR1,TBD-E-,EXC_NEG,LC_R1_EXC-,W2096,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR1,TBD-S+,SIG_POS,LC_R1_SIG+,W2097,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR1,TBD-S-,SIG_NEG,LC_R1_SIG-,W2098,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR2,TBD-E+,EXC_POS,LC_R2_EXC+,W2099,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR2,TBD-E-,EXC_NEG,LC_R2_EXC-,W2100,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR2,TBD-S+,SIG_POS,LC_R2_SIG+,W2101,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR2,TBD-S-,SIG_NEG,LC_R2_SIG-,W2102,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR3,TBD-E+,EXC_POS,LC_R3_EXC+,W2103,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR3,TBD-E-,EXC_NEG,LC_R3_EXC-,W2104,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR3,TBD-S+,SIG_POS,LC_R3_SIG+,W2105,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR3,TBD-S-,SIG_NEG,LC_R3_SIG-,W2106,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR4,TBD-E+,EXC_POS,LC_R4_EXC+,W2107,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR4,TBD-E-,EXC_NEG,LC_R4_EXC-,W2108,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR4,TBD-S+,SIG_POS,LC_R4_SIG+,W2109,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,11_sensors_sync,LCR4,TBD-S-,SIG_NEG,LC_R4_SIG-,W2110,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-AVDD,ANALOG_POWER,SENSOR_ANALOG_3V3,W2123,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-AGND,ANALOG_RETURN,SENSOR_ANALOG_0V,W2122,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-DVDD,DIGITAL_POWER,COMPUTE_3V3,W2024,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-DGND,DIGITAL_RETURN,COMPUTE_0V,W2023,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-SCLK,SCLK,SENSOR_SPI_SCLK,W2134,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-DIN,DIN,SENSOR_SPI_MOSI,W2133,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-DOUT,DOUT,SENSOR_SPI_MISO,W2132,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-CS,CS,SENSOR_LEFT_ADC_CS,W2130,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-SYNC,SYNC_RESET,SENSOR_SYNC,W2135,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A0P,AIN0P,LC_L1_SIG+,W2081,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A0N,AIN0N,LC_L1_SIG-,W2082,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A1P,AIN1P,LC_L2_SIG+,W2085,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A1N,AIN1N,LC_L2_SIG-,W2086,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A2P,AIN2P,LC_L3_SIG+,W2089,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A2N,AIN2N,LC_L3_SIG-,W2090,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A3P,AIN3P,LC_L4_SIG+,W2093,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC1,TBD-A3N,AIN3N,LC_L4_SIG-,W2094,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-AVDD,ANALOG_POWER,SENSOR_ANALOG_3V3,W2123,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-AGND,ANALOG_RETURN,SENSOR_ANALOG_0V,W2122,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-DVDD,DIGITAL_POWER,COMPUTE_3V3,W2024,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-DGND,DIGITAL_RETURN,COMPUTE_0V,W2023,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-SCLK,SCLK,SENSOR_SPI_SCLK,W2134,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-DIN,DIN,SENSOR_SPI_MOSI,W2133,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-DOUT,DOUT,SENSOR_SPI_MISO,W2132,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-CS,CS,SENSOR_RIGHT_ADC_CS,W2131,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-SYNC,SYNC_RESET,SENSOR_SYNC,W2135,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A0P,AIN0P,LC_R1_SIG+,W2097,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A0N,AIN0N,LC_R1_SIG-,W2098,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A1P,AIN1P,LC_R2_SIG+,W2101,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A1N,AIN1N,LC_R2_SIG-,W2102,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A2P,AIN2P,LC_R3_SIG+,W2105,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A2N,AIN2N,LC_R3_SIG-,W2106,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A3P,AIN3P,LC_R4_SIG+,W2109,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,ADC2,TBD-A3N,AIN3N,LC_R4_SIG-,W2110,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-PWR,POWER,SENSOR_3V3,W2121,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-0V,RETURN,SENSOR_0V,W2120,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-SCLK,SCLK,SENSOR_SPI_SCLK,W2134,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-MOSI,MOSI,SENSOR_SPI_MOSI,W2133,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-MISO,MISO,SENSOR_SPI_MISO,W2132,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-CSA,CS_ACC,SENSOR_IMU1_CS_ACC,W2124,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-CSG,CS_GYRO,SENSOR_IMU1_CS_GYRO,W2125,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU1,TBD-INT,INT,SENSOR_IMU1_INT,W2126,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-PWR,POWER,SENSOR_3V3,W2121,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-0V,RETURN,SENSOR_0V,W2120,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-SCLK,SCLK,SENSOR_SPI_SCLK,W2134,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-MOSI,MOSI,SENSOR_SPI_MOSI,W2133,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-MISO,MISO,SENSOR_SPI_MISO,W2132,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-CSA,CS_ACC,SENSOR_IMU2_CS_ACC,W2127,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-CSG,CS_GYRO,SENSOR_IMU2_CS_GYRO,W2128,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,12_sensor_adc_imu,IMU2,TBD-INT,INT,SENSOR_IMU2_INT,W2129,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E1+,EXC1+,LC_L1_EXC+,W2079,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E1-,EXC1-,LC_L1_EXC-,W2080,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E2+,EXC2+,LC_L2_EXC+,W2083,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E2-,EXC2-,LC_L2_EXC-,W2084,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E3+,EXC3+,LC_L3_EXC+,W2087,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E3-,EXC3-,LC_L3_EXC-,W2088,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E4+,EXC4+,LC_L4_EXC+,W2091,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E4-,EXC4-,LC_L4_EXC-,W2092,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E5+,EXC5+,LC_R1_EXC+,W2095,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E5-,EXC5-,LC_R1_EXC-,W2096,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E6+,EXC6+,LC_R2_EXC+,W2099,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E6-,EXC6-,LC_R2_EXC-,W2100,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E7+,EXC7+,LC_R3_EXC+,W2103,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E7-,EXC7-,LC_R3_EXC-,W2104,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E8+,EXC8+,LC_R4_EXC+,W2107,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-E8-,EXC8-,LC_R4_EXC-,W2108,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-A3V3,ANALOG_3V3,SENSOR_ANALOG_3V3,W2123,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,13_sensor_afe,AFE1,TBD-A0V,ANALOG_0V,SENSOR_ANALOG_0V,W2122,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBAC1,TBD-LI,LINE_IN,AC_L_SWITCHED,W2005,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBAC1,TBD-NI,NEUTRAL_IN,AC_N_SWITCHED,W2007,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBAC1,TBD-L1,PS1_LINE,AC_L_PS1,W2001,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBAC1,TBD-L2,PS2_LINE,AC_L_PS2,W2002,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBAC1,TBD-L3,PS3_LINE,AC_L_PS3,W2003,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TB24,TBD-24I,24V_IN,SAFETY_24V,W2119,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TB24,TBD-0I,0V_IN,SAFETY_0V,W2118,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TB24,TBD-24O,24V_FIELD,SAFETY_24V,W2119,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TB24,TBD-0O,0V_FIELD,SAFETY_0V,W2118,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBV0,TBD-R,12V_RAW,V0_12V_RAW,W2144,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBV0,TBD-S,12V_SAFE,V0_12V_SAFE,W2145,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBV0,TBD-0,RETURN,V0_0V,W2142,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBV0,TBD-1,SHOULDER,V0_BRANCH_SHOULDER,W2148,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBV0,TBD-2,ELBOW,V0_BRANCH_ELBOW,W2146,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBV0,TBD-3,GRIPPER,V0_BRANCH_GRIPPER,W2147,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBHR30,TBD-S,SOURCE_SAFE,HR30_ACTUATOR_SAFE,W2027,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBHR30,TBD-0,RETURN,HR30_0V,W2026,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBHR30,TBD-U+,UPPER_12V,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBHR30,TBD-U0,UPPER_0V,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBHR30,TBD-L,LEFT_LEG,HR30_ACTUATOR_SAFE,W2027,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TBHR30,TBD-R,RIGHT_LEG,HR30_ACTUATOR_SAFE,W2027,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHL1,TBD-P,POWER,HR30_ACTUATOR_SAFE,W2027,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHL1,TBD-0,RETURN,HR30_0V,W2026,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHL1,TBD-D+,D+,RS485_LEFT_D+,W2112,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHL1,TBD-D-,D-,RS485_LEFT_D-,W2113,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHL1,TBD-SH,SHIELD,RS485_LEFT_SHIELD,W2114,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHR1,TBD-P,POWER,HR30_ACTUATOR_SAFE,W2027,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHR1,TBD-0,RETURN,HR30_0V,W2026,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHR1,TBD-D+,D+,RS485_RIGHT_D+,W2115,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHR1,TBD-D-,D-,RS485_RIGHT_D-,W2116,
