connector_id,contact,axis_id,signal,bus_net,service,wire_core,physical_pin_state,end_to_end_test
J-WPS-TTL-RDIST-CTL-6,2,DNP SPARE,CH6_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-6,3,DNP SPARE,CH6_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-1,1,HEAD_PAN,ACT_0V_CONTROLLED,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_PAN-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-1,2,HEAD_PAN,BRANCH_1_VPOS,HEAD_PAN_VDD,ACTUATOR POWER,CORE-HEAD_PAN-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-1,1,HEAD_PAN,ACT_0V_CONTROLLED,WPS-TTL-HEAD_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-1,2,HEAD_PAN,CH1_EN,WPS-TTL-HEAD_CH1_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-1,3,HEAD_PAN,CH1_PG,WPS-TTL-HEAD_CH1_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-2,1,HEAD_TILT,ACT_0V_CONTROLLED,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_TILT-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-2,2,HEAD_TILT,BRANCH_2_VPOS,HEAD_TILT_VDD,ACTUATOR POWER,CORE-HEAD_TILT-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-2,1,HEAD_TILT,ACT_0V_CONTROLLED,WPS-TTL-HEAD_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-2,2,HEAD_TILT,CH2_EN,WPS-TTL-HEAD_CH2_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-2,3,HEAD_TILT,CH2_PG,WPS-TTL-HEAD_CH2_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-3,2,DNP SPARE,BRANCH_3_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-3,2,DNP SPARE,CH3_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-3,3,DNP SPARE,CH3_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-4,2,DNP SPARE,BRANCH_4_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-4,2,DNP SPARE,CH4_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-4,3,DNP SPARE,CH4_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-5,2,DNP SPARE,BRANCH_5_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-5,2,DNP SPARE,CH5_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-5,3,DNP SPARE,CH5_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-OUT-6,2,DNP SPARE,BRANCH_6_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-6,2,DNP SPARE,CH6_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-HEAD-CTL-6,3,DNP SPARE,CH6_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-TR-DYN-L_HIP_YAW,1,L_HIP_YAW,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_YAW-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_HIP_YAW,1,L_HIP_YAW,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_YAW-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_HIP_YAW,2,L_HIP_YAW,VDD,L_HIP_YAW_VDD,ACTUATOR POWER,CORE-L_HIP_YAW-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_HIP_YAW,2,L_HIP_YAW,VDD,L_HIP_YAW_VDD,ACTUATOR POWER,CORE-L_HIP_YAW-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_HIP_YAW,1,L_HIP_YAW,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_YAW-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_YAW,2,L_HIP_YAW,VDD,L_HIP_YAW_VDD,ACTUATOR POWER,CORE-L_HIP_YAW-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_YAW,3,L_HIP_YAW,DATA+,RS-LLEG_DATA+,DATA,CORE-L_HIP_YAW-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_YAW,4,L_HIP_YAW,DATA-,RS-LLEG_DATA-,DATA,CORE-L_HIP_YAW-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_HIP_YAW,1,L_HIP_YAW,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_HIP_YAW,2,L_HIP_YAW,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_HIP_YAW,3,L_HIP_YAW,DATA+,RS-LLEG_DATA+,DATA,CORE-L_HIP_ROLL-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_HIP_YAW,4,L_HIP_YAW,DATA-,RS-LLEG_DATA-,DATA,CORE-L_HIP_ROLL-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_HIP_ROLL,1,L_HIP_ROLL,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_ROLL-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_HIP_ROLL,1,L_HIP_ROLL,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_ROLL-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_HIP_ROLL,2,L_HIP_ROLL,VDD,L_HIP_ROLL_VDD,ACTUATOR POWER,CORE-L_HIP_ROLL-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_HIP_ROLL,2,L_HIP_ROLL,VDD,L_HIP_ROLL_VDD,ACTUATOR POWER,CORE-L_HIP_ROLL-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_HIP_ROLL,1,L_HIP_ROLL,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_ROLL-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_ROLL,2,L_HIP_ROLL,VDD,L_HIP_ROLL_VDD,ACTUATOR POWER,CORE-L_HIP_ROLL-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_ROLL,3,L_HIP_ROLL,DATA+,RS-LLEG_DATA+,DATA,CORE-L_HIP_ROLL-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_ROLL,4,L_HIP_ROLL,DATA-,RS-LLEG_DATA-,DATA,CORE-L_HIP_ROLL-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_HIP_ROLL,1,L_HIP_ROLL,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_HIP_ROLL,2,L_HIP_ROLL,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_HIP_ROLL,3,L_HIP_ROLL,DATA+,RS-LLEG_DATA+,DATA,CORE-L_HIP_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_HIP_ROLL,4,L_HIP_ROLL,DATA-,RS-LLEG_DATA-,DATA,CORE-L_HIP_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_HIP_PITCH,1,L_HIP_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_HIP_PITCH,1,L_HIP_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_HIP_PITCH,2,L_HIP_PITCH,VDD,L_HIP_PITCH_VDD,ACTUATOR POWER,CORE-L_HIP_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_HIP_PITCH,2,L_HIP_PITCH,VDD,L_HIP_PITCH_VDD,ACTUATOR POWER,CORE-L_HIP_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_HIP_PITCH,1,L_HIP_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_HIP_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_PITCH,2,L_HIP_PITCH,VDD,L_HIP_PITCH_VDD,ACTUATOR POWER,CORE-L_HIP_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_PITCH,3,L_HIP_PITCH,DATA+,RS-LLEG_DATA+,DATA,CORE-L_HIP_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_HIP_PITCH,4,L_HIP_PITCH,DATA-,RS-LLEG_DATA-,DATA,CORE-L_HIP_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_HIP_PITCH,1,L_HIP_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_HIP_PITCH,2,L_HIP_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_HIP_PITCH,3,L_HIP_PITCH,DATA+,RS-LLEG_DATA+,DATA,CORE-L_KNEE_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_HIP_PITCH,4,L_HIP_PITCH,DATA-,RS-LLEG_DATA-,DATA,CORE-L_KNEE_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_KNEE_PITCH,1,L_KNEE_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_KNEE_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_KNEE_PITCH,1,L_KNEE_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_KNEE_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_KNEE_PITCH,2,L_KNEE_PITCH,VDD,L_KNEE_PITCH_VDD,ACTUATOR POWER,CORE-L_KNEE_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_KNEE_PITCH,2,L_KNEE_PITCH,VDD,L_KNEE_PITCH_VDD,ACTUATOR POWER,CORE-L_KNEE_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_KNEE_PITCH,1,L_KNEE_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_KNEE_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_KNEE_PITCH,2,L_KNEE_PITCH,VDD,L_KNEE_PITCH_VDD,ACTUATOR POWER,CORE-L_KNEE_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_KNEE_PITCH,3,L_KNEE_PITCH,DATA+,RS-LLEG_DATA+,DATA,CORE-L_KNEE_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_KNEE_PITCH,4,L_KNEE_PITCH,DATA-,RS-LLEG_DATA-,DATA,CORE-L_KNEE_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_KNEE_PITCH,1,L_KNEE_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_KNEE_PITCH,2,L_KNEE_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_KNEE_PITCH,3,L_KNEE_PITCH,DATA+,RS-LLEG_DATA+,DATA,CORE-L_ANKLE_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_KNEE_PITCH,4,L_KNEE_PITCH,DATA-,RS-LLEG_DATA-,DATA,CORE-L_ANKLE_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_ANKLE_PITCH,1,L_ANKLE_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_ANKLE_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_ANKLE_PITCH,1,L_ANKLE_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_ANKLE_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_ANKLE_PITCH,2,L_ANKLE_PITCH,VDD,L_ANKLE_PITCH_VDD,ACTUATOR POWER,CORE-L_ANKLE_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_ANKLE_PITCH,2,L_ANKLE_PITCH,VDD,L_ANKLE_PITCH_VDD,ACTUATOR POWER,CORE-L_ANKLE_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_ANKLE_PITCH,1,L_ANKLE_PITCH,GND,RS-LLEG_RET,POWER RETURN,CORE-L_ANKLE_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ANKLE_PITCH,2,L_ANKLE_PITCH,VDD,L_ANKLE_PITCH_VDD,ACTUATOR POWER,CORE-L_ANKLE_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ANKLE_PITCH,3,L_ANKLE_PITCH,DATA+,RS-LLEG_DATA+,DATA,CORE-L_ANKLE_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ANKLE_PITCH,4,L_ANKLE_PITCH,DATA-,RS-LLEG_DATA-,DATA,CORE-L_ANKLE_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_ANKLE_PITCH,1,L_ANKLE_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_ANKLE_PITCH,2,L_ANKLE_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_ANKLE_PITCH,3,L_ANKLE_PITCH,DATA+,RS-LLEG_DATA+,DATA,CORE-L_ANKLE_ROLL-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_ANKLE_PITCH,4,L_ANKLE_PITCH,DATA-,RS-LLEG_DATA-,DATA,CORE-L_ANKLE_ROLL-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_ANKLE_ROLL,1,L_ANKLE_ROLL,GND,RS-LLEG_RET,POWER RETURN,CORE-L_ANKLE_ROLL-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_ANKLE_ROLL,1,L_ANKLE_ROLL,GND,RS-LLEG_RET,POWER RETURN,CORE-L_ANKLE_ROLL-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_ANKLE_ROLL,2,L_ANKLE_ROLL,VDD,L_ANKLE_ROLL_VDD,ACTUATOR POWER,CORE-L_ANKLE_ROLL-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_ANKLE_ROLL,2,L_ANKLE_ROLL,VDD,L_ANKLE_ROLL_VDD,ACTUATOR POWER,CORE-L_ANKLE_ROLL-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_ANKLE_ROLL,1,L_ANKLE_ROLL,GND,RS-LLEG_RET,POWER RETURN,CORE-L_ANKLE_ROLL-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ANKLE_ROLL,2,L_ANKLE_ROLL,VDD,L_ANKLE_ROLL_VDD,ACTUATOR POWER,CORE-L_ANKLE_ROLL-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ANKLE_ROLL,3,L_ANKLE_ROLL,DATA+,RS-LLEG_DATA+,DATA,CORE-L_ANKLE_ROLL-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ANKLE_ROLL,4,L_ANKLE_ROLL,DATA-,RS-LLEG_DATA-,DATA,CORE-L_ANKLE_ROLL-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-R_HIP_YAW,1,R_HIP_YAW,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_YAW-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_HIP_YAW,1,R_HIP_YAW,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_YAW-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_HIP_YAW,2,R_HIP_YAW,VDD,R_HIP_YAW_VDD,ACTUATOR POWER,CORE-R_HIP_YAW-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_HIP_YAW,2,R_HIP_YAW,VDD,R_HIP_YAW_VDD,ACTUATOR POWER,CORE-R_HIP_YAW-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_HIP_YAW,1,R_HIP_YAW,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_YAW-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_YAW,2,R_HIP_YAW,VDD,R_HIP_YAW_VDD,ACTUATOR POWER,CORE-R_HIP_YAW-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_YAW,3,R_HIP_YAW,DATA+,RS-RLEG_DATA+,DATA,CORE-R_HIP_YAW-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_YAW,4,R_HIP_YAW,DATA-,RS-RLEG_DATA-,DATA,CORE-R_HIP_YAW-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_HIP_YAW,1,R_HIP_YAW,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_HIP_YAW,2,R_HIP_YAW,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_HIP_YAW,3,R_HIP_YAW,DATA+,RS-RLEG_DATA+,DATA,CORE-R_HIP_ROLL-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_HIP_YAW,4,R_HIP_YAW,DATA-,RS-RLEG_DATA-,DATA,CORE-R_HIP_ROLL-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_HIP_ROLL,1,R_HIP_ROLL,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_ROLL-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_HIP_ROLL,1,R_HIP_ROLL,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_ROLL-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_HIP_ROLL,2,R_HIP_ROLL,VDD,R_HIP_ROLL_VDD,ACTUATOR POWER,CORE-R_HIP_ROLL-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_HIP_ROLL,2,R_HIP_ROLL,VDD,R_HIP_ROLL_VDD,ACTUATOR POWER,CORE-R_HIP_ROLL-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_HIP_ROLL,1,R_HIP_ROLL,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_ROLL-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
