point_id,segment_id,sequence,x_mm,y_mm,z_mm,datum_basis,tolerance
CROSS-R_GRIPPER-AT-R_SHOULDER_PITCH-PWR-P01,CROSS-R_GRIPPER-AT-R_SHOULDER_PITCH-PWR,1,-73.200,-14.000,590.000,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_SHOULDER_PITCH-PWR-P02,CROSS-R_GRIPPER-AT-R_SHOULDER_PITCH-PWR,2,-73.200,14.000,590.000,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_SHOULDER_ROLL-PWR-P01,CROSS-R_GRIPPER-AT-R_SHOULDER_ROLL-PWR,1,-76.400,-14.000,590.000,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_SHOULDER_ROLL-PWR-P02,CROSS-R_GRIPPER-AT-R_SHOULDER_ROLL-PWR,2,-76.400,14.000,590.000,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_ELBOW_PITCH-PWR-P01,CROSS-R_GRIPPER-AT-R_ELBOW_PITCH-PWR,1,-117.600,-14.000,444.893,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_ELBOW_PITCH-PWR-P02,CROSS-R_GRIPPER-AT-R_ELBOW_PITCH-PWR,2,-117.600,14.000,444.893,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_WRIST_ROTATION-PWR-P01,CROSS-R_GRIPPER-AT-R_WRIST_ROTATION-PWR,1,-125.800,-14.000,299.979,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_GRIPPER-AT-R_WRIST_ROTATION-PWR-P02,CROSS-R_GRIPPER-AT-R_WRIST_ROTATION-PWR,2,-125.800,14.000,299.979,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_GRIPPER-PWR-P01,LOOP-R_GRIPPER-PWR,1,-129.000,-14.000,256.979,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_GRIPPER-PWR-P02,LOOP-R_GRIPPER-PWR,2,-129.000,14.000,256.979,BRANCH R_GRIPPER OFFSET FROM CROSSED JOINT R_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_GRIPPER-DATA-P01,LOOP-R_GRIPPER-DATA,1,-138.000,-10.000,256.979,OFFSET FROM R_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_GRIPPER-DATA-P02,LOOP-R_GRIPPER-DATA,2,-138.000,10.000,256.979,OFFSET FROM R_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_PAN-PWR-P01,LOOP-HEAD_PAN-PWR,1,4.000,-14.000,650.000,BRANCH HEAD_PAN OFFSET FROM CROSSED JOINT HEAD_PAN CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_PAN-PWR-P02,LOOP-HEAD_PAN-PWR,2,4.000,14.000,650.000,BRANCH HEAD_PAN OFFSET FROM CROSSED JOINT HEAD_PAN CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_PAN-DATA-P01,LOOP-HEAD_PAN-DATA,1,-5.000,-10.000,650.000,OFFSET FROM HEAD_PAN CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_PAN-DATA-P02,LOOP-HEAD_PAN-DATA,2,-5.000,10.000,650.000,OFFSET FROM HEAD_PAN CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-HEAD_TILT-AT-HEAD_PAN-PWR-P01,CROSS-HEAD_TILT-AT-HEAD_PAN-PWR,1,7.200,-14.000,650.000,BRANCH HEAD_TILT OFFSET FROM CROSSED JOINT HEAD_PAN CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-HEAD_TILT-AT-HEAD_PAN-PWR-P02,CROSS-HEAD_TILT-AT-HEAD_PAN-PWR,2,7.200,14.000,650.000,BRANCH HEAD_TILT OFFSET FROM CROSSED JOINT HEAD_PAN CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_TILT-PWR-P01,LOOP-HEAD_TILT-PWR,1,4.000,-14.000,690.000,BRANCH HEAD_TILT OFFSET FROM CROSSED JOINT HEAD_TILT CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_TILT-PWR-P02,LOOP-HEAD_TILT-PWR,2,4.000,14.000,690.000,BRANCH HEAD_TILT OFFSET FROM CROSSED JOINT HEAD_TILT CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_TILT-DATA-P01,LOOP-HEAD_TILT-DATA,1,-5.000,-10.000,690.000,OFFSET FROM HEAD_TILT CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-HEAD_TILT-DATA-P02,LOOP-HEAD_TILT-DATA,2,-5.000,10.000,690.000,OFFSET FROM HEAD_TILT CANDIDATE AXIS DATUM,SELECTION REQUIRED
