component,group,physical_or_reference,xmin_mm,xmax_mm,ymin_mm,ymax_mm,zmin_mm,zmax_mm,note,status
JMOD_R_SHOULDER_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-111.003780,-98.996220,29.853942,54.181501,577.840000,602.160000,1.5:1 exact catalogue candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-124.000000,-81.300000,27.767722,56.267722,554.750000,601.250000,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-109.000000,-101.000000,-0.001243,42.018965,585.998757,594.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-110.000000,-100.000000,-27.001554,27.001554,584.998446,595.001554,"JMF-03-SHOULDER-GIMBAL hollow shaft candidate with 6.2 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-116.000000,-94.000000,-23.003419,-16.996581,578.996581,601.003419,"JMF-03-SHOULDER-GIMBAL 61900-2RS1 EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-131.001690,-78.998310,-27.002305,-22.997695,561.998310,618.001690,JMF-03-SHOULDER-GIMBAL provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-116.000000,-94.000000,16.996581,23.003419,578.996581,601.003419,"JMF-03-SHOULDER-GIMBAL 61900-2RS1 EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-131.001690,-78.998310,22.997695,27.002305,561.998310,618.001690,JMF-03-SHOULDER-GIMBAL provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-110.000000,-100.000000,-27.001554,27.001554,570.438446,580.441554,JMF-03-SHOULDER-GIMBAL routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-123.535760,-86.464240,-6.005760,6.005760,571.470000,608.530000,1.5:1 exact catalogue candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-117.163780,-92.836220,-6.003780,6.003780,535.822278,560.142278,1.5:1 exact catalogue candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-119.250000,-90.750000,-19.000000,23.700000,512.732278,559.232278,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-109.001243,-100.998757,-4.000000,4.000000,547.981035,590.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ELBOW_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-162.001554,-107.998446,-5.000000,5.000000,434.998446,445.001554,"JMF-04-MEDIUM hollow shaft candidate with 6.2 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ELBOW_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-118.003419,-111.996581,-11.000000,11.000000,428.996581,451.003419,"JMF-04-MEDIUM 61900-2RS1 EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ELBOW_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-112.002305,-107.997695,-26.001690,26.001690,411.998310,468.001690,JMF-04-MEDIUM provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ELBOW_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-162.001399,-107.998601,10.060000,19.060000,435.498601,444.501399,JMF-04-MEDIUM routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ELBOW_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-103.000000,-60.300000,-14.250000,14.250000,404.750000,451.250000,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ELBOW_PITCH_ACTUATOR_OUTPUT_COUPLER,joint transmission,PHYSICAL ENVELOPE,-135.001119,-83.998881,-3.600000,3.600000,436.398881,443.601119,"coaxial output coupling candidate; spline, clamp, material and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_WRIST_ROTATION_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-143.000933,-136.999067,-3.000000,3.000000,275.999067,314.000933,"JMF-01-COMPACT hollow shaft candidate with 3.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_WRIST_ROTATION_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-147.502331,-132.497669,-7.500000,7.500000,305.997669,311.002331,"JMF-01-COMPACT 696 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_WRIST_ROTATION_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-159.001189,-120.998811,-18.001189,18.001189,310.998409,314.001591,JMF-01-COMPACT provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_WRIST_ROTATION_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-143.000933,-136.999067,7.080000,13.080000,275.999067,314.000933,JMF-01-COMPACT routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_WRIST_ROTATION_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-164.500000,-130.500000,-10.000000,10.000000,308.500000,337.500000,ROBOTIS-XC330 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_WRIST_ROTATION_ACTUATOR_OUTPUT_COUPLER,joint transmission,PHYSICAL ENVELOPE,-142.160671,-137.839329,-2.160000,2.160000,294.999329,331.000671,"coaxial output coupling candidate; spline, clamp, material and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_GRIPPER_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-157.000777,-122.999223,-2.500000,2.500000,249.499223,254.500777,"JMF-02-GRIPPER hollow shaft candidate with 3.1 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_GRIPPER_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-154.002487,-148.997513,-8.000000,8.000000,243.997513,260.002487,"JMF-02-GRIPPER 625-2Z EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_GRIPPER_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-157.001553,-153.998447,-21.001189,21.001189,233.998811,270.001189,JMF-02-GRIPPER provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_GRIPPER_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-157.000933,-122.999067,7.640000,13.640000,248.999067,255.000933,JMF-02-GRIPPER routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_GRIPPER_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-150.000000,-130.000000,-22.500000,6.500000,253.500000,287.500000,ROBOTIS-XC330 SHA-bound manufacturer geometry mounted transversely in the palm; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_GRIPPER_SYMMETRIC_DRIVE_COUPLER,gripper transmission,PHYSICAL ENVELOPE,-143.000933,-136.999067,-3.000000,3.000000,251.999067,278.000933,candidate rack/pinion or tendon equalizer connection; geometry is packaging-only,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_YAW_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-68.501865,-56.498135,-6.000000,6.000000,374.998135,445.001865,"JMF-06-LEG-DIRECT hollow shaft candidate with 7.4 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_YAW_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-74.503730,-50.496270,-12.000000,12.000000,433.996270,440.003730,"JMF-06-LEG-DIRECT 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_YAW_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-97.501971,-27.498029,-33.001971,33.001971,439.997204,445.002796,JMF-06-LEG-DIRECT provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_YAW_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-68.501865,-56.498135,12.480000,24.480000,374.998135,445.001865,JMF-06-LEG-DIRECT routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_YAW_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-107.250000,-48.750000,-16.750000,16.750000,324.500000,378.800000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_YAW_ACTUATOR_OUTPUT_COUPLER,joint transmission,PHYSICAL ENVELOPE,-66.821343,-58.178657,-4.320000,4.320000,348.998657,410.001343,"coaxial output coupling candidate; spline, clamp, material and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-68.500000,-56.500000,-37.001865,37.001865,383.998135,396.001865,"JMF-08-LEG-REDUCED-20 hollow shaft candidate with 7.4 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-74.500000,-50.500000,-32.003730,-25.996270,377.996270,402.003730,"JMF-08-LEG-REDUCED-20 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-99.501971,-25.498029,-37.002752,-31.997248,354.998029,425.001971,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-74.500000,-50.500000,25.996270,32.003730,377.996270,402.003730,"JMF-08-LEG-REDUCED-20 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-99.501971,-25.498029,31.997248,37.002752,354.998029,425.001971,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-68.500000,-56.500000,-37.001865,37.001865,364.398135,376.401865,JMF-08-LEG-REDUCED-20 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-93.769716,-31.230284,-6.009716,6.009716,358.740000,421.260000,2.0:1 exact product/geometry candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-77.849770,-47.150230,-6.004770,6.004770,324.689793,355.379794,2.0:1 exact product/geometry candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-79.250000,-45.750000,-24.500000,29.800000,295.284793,353.784793,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_ROLL_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-66.501243,-58.498757,-4.000000,4.000000,340.033550,390.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-99.501865,-25.498135,-6.000000,6.000000,363.998135,376.001865,"JMF-07-LEG-REDUCED-15 hollow shaft candidate with 7.4 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-94.503730,-88.496270,-12.000000,12.000000,357.996270,382.003730,"JMF-07-LEG-REDUCED-15 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-99.502629,-94.497371,-36.001971,36.001971,330.998029,409.001971,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-36.503730,-30.496270,-12.000000,12.000000,357.996270,382.003730,"JMF-07-LEG-REDUCED-15 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-30.502629,-25.497371,-36.001971,36.001971,330.998029,409.001971,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-99.501865,-25.498135,-6.000000,6.000000,343.838135,355.841865,JMF-07-LEG-REDUCED-15 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-68.507244,-56.492756,-23.312244,23.312244,346.695000,393.305000,1.5:1 exact product/geometry candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-68.504770,-56.495230,-15.349770,15.349770,305.296487,335.986488,1.5:1 exact product/geometry candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-87.000000,-32.700000,-16.750000,16.750000,275.891488,334.391488,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_HIP_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-66.501243,-58.498757,-4.000000,4.000000,320.640244,370.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-99.501865,-25.498135,-6.000000,6.000000,203.998135,216.001865,"JMF-09-KNEE-REDUCED-25 hollow shaft candidate with 7.4 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-94.503730,-88.496270,-12.000000,12.000000,197.996270,222.003730,"JMF-09-KNEE-REDUCED-25 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-99.502723,-94.497277,-37.001971,37.001971,170.998029,249.001971,JMF-09-KNEE-REDUCED-25 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-36.503730,-30.496270,-12.000000,12.000000,197.996270,222.003730,"JMF-09-KNEE-REDUCED-25 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-30.502723,-25.497277,-37.001971,37.001971,170.998029,249.001971,JMF-09-KNEE-REDUCED-25 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-99.501865,-25.498135,-6.000000,6.000000,224.718135,236.721865,JMF-09-KNEE-REDUCED-25 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-68.509716,-56.490284,-31.269716,31.269716,178.740000,241.260000,2.5:1 exact product/geometry candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-68.503780,-56.496220,-12.163780,12.163780,249.295623,273.615623,2.5:1 exact product/geometry candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-87.000000,-32.700000,-16.750000,16.750000,216.705623,275.205623,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_KNEE_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-66.501243,-58.498757,-4.000000,4.000000,209.998757,261.456866,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-99.501865,-25.498135,-6.000000,6.000000,48.998135,61.001865,"JMF-10-ANKLE-PITCH-REDUCED-25 hollow shaft candidate with 7.4 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-94.503730,-88.496270,-12.000000,12.000000,42.996270,67.003730,"JMF-10-ANKLE-PITCH-REDUCED-25 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-99.502724,-94.497276,-37.001971,37.001971,18.998029,91.001971,JMF-10-ANKLE-PITCH-REDUCED-25 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-36.503730,-30.496270,-12.000000,12.000000,42.996270,67.003730,"JMF-10-ANKLE-PITCH-REDUCED-25 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-30.502724,-25.497276,-37.001971,37.001971,18.998029,91.001971,JMF-10-ANKLE-PITCH-REDUCED-25 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-99.501554,-25.498446,-5.000000,5.000000,70.158446,80.161554,JMF-10-ANKLE-PITCH-REDUCED-25 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-68.509716,-56.490284,-31.269716,31.269716,23.740000,86.260000,2.5:1 exact product/geometry candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-68.503780,-56.496220,-12.163780,12.163780,94.295623,118.615623,2.5:1 exact product/geometry candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-81.500000,-38.800000,-14.250000,14.250000,71.205623,117.705623,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-66.501243,-58.498757,-4.000000,4.000000,54.998757,106.456866,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-68.500000,-56.500000,-37.001865,37.001865,28.998135,41.001865,"JMF-08-LEG-REDUCED-20 hollow shaft candidate with 7.4 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-74.500000,-50.500000,-32.003730,-25.996270,22.996270,47.003730,"JMF-08-LEG-REDUCED-20 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-99.501971,-25.498029,-37.002752,-31.997248,-0.001971,70.001971,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-74.500000,-50.500000,25.996270,32.003730,22.996270,47.003730,"JMF-08-LEG-REDUCED-20 6901 OPEN EVALUATION CANDIDATE catalogue envelope; load direction, life, suffix, fit, retention and application selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-99.501971,-25.498029,31.997248,37.002752,-0.001971,70.001971,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-68.500000,-56.500000,-37.001865,37.001865,48.598135,60.601865,JMF-08-LEG-REDUCED-20 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-93.769716,-31.230284,-6.009716,6.009716,3.740000,66.260000,2.0:1 exact product/geometry candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-77.849770,-47.150230,-6.004770,6.004770,69.620206,100.310207,2.0:1 exact product/geometry candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_ANKLE_ROLL_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-76.750000,-48.250000,-19.000000,23.700000,49.715207,96.215207,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
