cavity_id,connector_id,connector_role,axis_id,bus_id,pin,signal,physical_role,required_population,actual_population,continuity_target,no_backfeed_requirement,execution_state,authority,warning
OUT-L_SHOULDER_PITCH-1,J-OUT-L_SHOULDER_PITCH,DATA-ONLY OUTGOING,L_SHOULDER_PITCH,RS-LARM,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_PITCH-2,J-OUT-L_SHOULDER_PITCH,DATA-ONLY OUTGOING,L_SHOULDER_PITCH,RS-LARM,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_PITCH-3,J-OUT-L_SHOULDER_PITCH,DATA-ONLY OUTGOING,L_SHOULDER_PITCH,RS-LARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_PITCH-4,J-OUT-L_SHOULDER_PITCH,DATA-ONLY OUTGOING,L_SHOULDER_PITCH,RS-LARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_SHOULDER_ROLL-1,J-ACT-L_SHOULDER_ROLL,ACTUATOR INPUT,L_SHOULDER_ROLL,RS-LARM,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_SHOULDER_ROLL-2,J-ACT-L_SHOULDER_ROLL,ACTUATOR INPUT,L_SHOULDER_ROLL,RS-LARM,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_SHOULDER_ROLL-3,J-ACT-L_SHOULDER_ROLL,ACTUATOR INPUT,L_SHOULDER_ROLL,RS-LARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_SHOULDER_ROLL-4,J-ACT-L_SHOULDER_ROLL,ACTUATOR INPUT,L_SHOULDER_ROLL,RS-LARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_ROLL-1,J-OUT-L_SHOULDER_ROLL,DATA-ONLY OUTGOING,L_SHOULDER_ROLL,RS-LARM,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_ROLL-2,J-OUT-L_SHOULDER_ROLL,DATA-ONLY OUTGOING,L_SHOULDER_ROLL,RS-LARM,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_ROLL-3,J-OUT-L_SHOULDER_ROLL,DATA-ONLY OUTGOING,L_SHOULDER_ROLL,RS-LARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_SHOULDER_ROLL-4,J-OUT-L_SHOULDER_ROLL,DATA-ONLY OUTGOING,L_SHOULDER_ROLL,RS-LARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_ELBOW_PITCH-1,J-ACT-L_ELBOW_PITCH,ACTUATOR INPUT,L_ELBOW_PITCH,RS-LARM,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_ELBOW_PITCH-2,J-ACT-L_ELBOW_PITCH,ACTUATOR INPUT,L_ELBOW_PITCH,RS-LARM,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_ELBOW_PITCH-3,J-ACT-L_ELBOW_PITCH,ACTUATOR INPUT,L_ELBOW_PITCH,RS-LARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_ELBOW_PITCH-4,J-ACT-L_ELBOW_PITCH,ACTUATOR INPUT,L_ELBOW_PITCH,RS-LARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-LARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_PITCH-1,J-ACT-R_SHOULDER_PITCH,ACTUATOR INPUT,R_SHOULDER_PITCH,RS-RARM,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_PITCH-2,J-ACT-R_SHOULDER_PITCH,ACTUATOR INPUT,R_SHOULDER_PITCH,RS-RARM,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_PITCH-3,J-ACT-R_SHOULDER_PITCH,ACTUATOR INPUT,R_SHOULDER_PITCH,RS-RARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_PITCH-4,J-ACT-R_SHOULDER_PITCH,ACTUATOR INPUT,R_SHOULDER_PITCH,RS-RARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_PITCH-1,J-OUT-R_SHOULDER_PITCH,DATA-ONLY OUTGOING,R_SHOULDER_PITCH,RS-RARM,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_PITCH-2,J-OUT-R_SHOULDER_PITCH,DATA-ONLY OUTGOING,R_SHOULDER_PITCH,RS-RARM,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_PITCH-3,J-OUT-R_SHOULDER_PITCH,DATA-ONLY OUTGOING,R_SHOULDER_PITCH,RS-RARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_PITCH-4,J-OUT-R_SHOULDER_PITCH,DATA-ONLY OUTGOING,R_SHOULDER_PITCH,RS-RARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_ROLL-1,J-ACT-R_SHOULDER_ROLL,ACTUATOR INPUT,R_SHOULDER_ROLL,RS-RARM,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_ROLL-2,J-ACT-R_SHOULDER_ROLL,ACTUATOR INPUT,R_SHOULDER_ROLL,RS-RARM,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_ROLL-3,J-ACT-R_SHOULDER_ROLL,ACTUATOR INPUT,R_SHOULDER_ROLL,RS-RARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_SHOULDER_ROLL-4,J-ACT-R_SHOULDER_ROLL,ACTUATOR INPUT,R_SHOULDER_ROLL,RS-RARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_ROLL-1,J-OUT-R_SHOULDER_ROLL,DATA-ONLY OUTGOING,R_SHOULDER_ROLL,RS-RARM,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_ROLL-2,J-OUT-R_SHOULDER_ROLL,DATA-ONLY OUTGOING,R_SHOULDER_ROLL,RS-RARM,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_ROLL-3,J-OUT-R_SHOULDER_ROLL,DATA-ONLY OUTGOING,R_SHOULDER_ROLL,RS-RARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_SHOULDER_ROLL-4,J-OUT-R_SHOULDER_ROLL,DATA-ONLY OUTGOING,R_SHOULDER_ROLL,RS-RARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_ELBOW_PITCH-1,J-ACT-R_ELBOW_PITCH,ACTUATOR INPUT,R_ELBOW_PITCH,RS-RARM,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_ELBOW_PITCH-2,J-ACT-R_ELBOW_PITCH,ACTUATOR INPUT,R_ELBOW_PITCH,RS-RARM,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_ELBOW_PITCH-3,J-ACT-R_ELBOW_PITCH,ACTUATOR INPUT,R_ELBOW_PITCH,RS-RARM,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_ELBOW_PITCH-4,J-ACT-R_ELBOW_PITCH,ACTUATOR INPUT,R_ELBOW_PITCH,RS-RARM,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-RARM,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-WAIST_YAW-1,J-ACT-WAIST_YAW,ACTUATOR INPUT,WAIST_YAW,RS-WAIST,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-WAIST_YAW-2,J-ACT-WAIST_YAW,ACTUATOR INPUT,WAIST_YAW,RS-WAIST,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-WAIST_YAW-3,J-ACT-WAIST_YAW,ACTUATOR INPUT,WAIST_YAW,RS-WAIST,3,DATA+,SERIAL DATA,POPULATED,NOT INSPECTED,RS-WAIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-WAIST_YAW-4,J-ACT-WAIST_YAW,ACTUATOR INPUT,WAIST_YAW,RS-WAIST,4,DATA-,SERIAL DATA,POPULATED,NOT INSPECTED,RS-WAIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_WRIST_ROTATION-1,J-ACT-L_WRIST_ROTATION,ACTUATOR INPUT,L_WRIST_ROTATION,TTL-LDIST,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_WRIST_ROTATION-2,J-ACT-L_WRIST_ROTATION,ACTUATOR INPUT,L_WRIST_ROTATION,TTL-LDIST,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_WRIST_ROTATION-3,J-ACT-L_WRIST_ROTATION,ACTUATOR INPUT,L_WRIST_ROTATION,TTL-LDIST,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-LDIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_WRIST_ROTATION-1,J-OUT-L_WRIST_ROTATION,DATA-ONLY OUTGOING,L_WRIST_ROTATION,TTL-LDIST,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_WRIST_ROTATION-2,J-OUT-L_WRIST_ROTATION,DATA-ONLY OUTGOING,L_WRIST_ROTATION,TTL-LDIST,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-L_WRIST_ROTATION-3,J-OUT-L_WRIST_ROTATION,DATA-ONLY OUTGOING,L_WRIST_ROTATION,TTL-LDIST,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-LDIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
